TermékNév	Ár	TFT	CPU	RAM	HDD	GPU	Súly	Gar.	Akku	ODD	OS	Chipset	Audio	Bill.	Portok	Multimédia	Lopás védelem	Méret	Szállítás	Érintőkijelző: 	Biztonság	Mobil internet modul	GPS
HP ProBook 6570b H5E70EA Notebook	210945 Ft	15,6" HD LED matt TFT 16:9 (1366 x 768)	Intel® Core™ i5-3230M (Dual-Core, 2.6 - 3.2 GHz)		15,6" HD LED matt TFT 16:9 (1366 x 768)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	33,8 x 23,13 x 3,4 cm	magyar teljes méretű, numerikus billentyűkkel		SD/SDHC/SDXC kártyahely, beépített HD webkamera	Mobile Intel® HM76 Express Chipset	Intel® HD Graphics 4000	Beépített sztereó hangszórók	6cellás (55WHr) lithium-ion	ujjlenyomat olvasó, TPM chip		2,03 kg	3 év nemzetközi, belföldön el- és visszaszállítás		USB 2.0 (2db), VGA monitor kimenet, FireWire I-link IEEE1394, Gigabit LAN (10/100/1000), soros port, Express card kártyahely, Docking port ( dokkolható ), Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (2db), kombinált eSATA/USB 2.0, DisplayPort, Bluetooth v4.0 + HS			
Acer V3-772G-54208G1.12TMamm NX.M9VEU.003 Notebook	210945 Ft	17,3" Full HD LED matt TFT 16:9 (1920 x 1080)	Intel® Core™ i5-4200M (Dual-Core, 2.5 - 3.1 GHz)		17,3" Full HD LED matt TFT 16:9 (1920 x 1080)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	414.8 x 275 x 31 / 34.65 mm	magyar teljes méretű, numerikus billentyűkkel		Multi az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM86 Express Chipset	NVIDIA® GeForce® GT 750M 4GB DDR3	Dolby® Home Theater® v4 hangrendszer	6cellás (48WHr) lithium-ion	USB 2.0 (2db), VGA monitor kimenet, Gigabit LAN (10/100/1000), HDMI csatlakozó, USB 3.0 (2db), Wireless LAN 802.11 a/b/g/n (WiFi), Bluetooth v4.0 + HS		3.2 kg	2 év nemzetközi, belföldön el- és visszaszállítás					
Dell Latitude E6430-ASHU15-11 Notebook	212520 Ft	14" HD LED matt TFT 16:9 (1366 x 768)	Intel® Core™ i3-3110M (Dual-Core, 2.4 GHz)		14" HD LED matt TFT 16:9 (1366 x 768)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	352 x 241 x 26,60 – 32,40 mm	magyar, LED világítással		SD/SDHC/SDXC kártyahely, Smart kártya olvasó, beépített HD webkamera	Mobile Intel® QM77 Express Chipset	Intel® HD Graphics 4000	Beépített sztereó hangszórók	6cellás (60WHr) lithium-ion	ujjlenyomat olvasó, TPM chip		2,014 kg	3 év helyszíni garancia		VGA monitor kimenet, Gigabit LAN (10/100/1000), USB 2.0 (1db), Express card kártyahely, Docking port ( dokkolható ), HDMI csatlakozó, USB 3.0 (2db), kombinált eSATA/USB 2.0, Wireless LAN 802.11 a/b/g/n (WiFi), Bluetooth v4.0 + HS			
Lenovo IdeaPad Z510 59-390308 Barna Notebook	212520 Ft	15,6" HD LED matt TFT 16:9 (1366 x 768)	Intel® Core™ i7-4702MQ (Quad-Core, 2.2 - 3.2 GHz)	8GB DDR3 1600MHz	15,6" HD LED matt TFT 16:9 (1366 x 768)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	2.2 kg	magyar teljes méretű, numerikus billentyűkkel	1TB SATA 5400rpm + 8GB SSD	2 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM86 Express Chipset	NVIDIA® GeForce® GT 740M 2GB DDR3	Beépített JBL® sztereó hangszórók	4 cellás lítiumion (Li-Ion)	10/100mbps LAN, USB 2.0 (1db), HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (2db), Bluetooth v4.0 + HS			2 év nemzetközi, belföldön el- és visszaszállítás					
Acer V3-772G-54208G1TMAKK NX.M8SEU.009 Notebook	212520 Ft	17,3" Full HD LED matt TFT 16:9 (1920 x 1080)	Intel® Core™ i5-4200M (Dual-Core, 2.5 - 3.1 GHz)		17,3" Full HD LED matt TFT 16:9 (1920 x 1080)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	414.8 x 275 x 31 / 34.65 mm	magyar teljes méretű, numerikus billentyűkkel		Multi az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM86 Express Chipset	NVIDIA® GeForce® GTX 760M 2GB GDDR5	Dolby® Home Theater® v4 hangrendszer	6cellás (48WHr) lithium-ion	USB 2.0 (2db), VGA monitor kimenet, Gigabit LAN (10/100/1000), HDMI csatlakozó, USB 3.0 (2db), Wireless LAN 802.11 a/b/g/n (WiFi), Bluetooth v4.0 + HS		3.2 kg	2 év nemzetközi, belföldön el- és visszaszállítás					
Lenovo ThinkPad T430 N1TFEHV Notebook	214095 Ft	14" HD LED matt TFT 16:9 (1366 x 768)	Intel® Core™ i3-3120M (Dual-Core, 2.5 GHz)		14" HD LED matt TFT 16:9 (1366 x 768)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	340.5 x 232.0 x 29.8 – 29.9 m	magyar, LED világítással		4 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® QM77 Express Chipset	Intel® HD Graphics 4000	Dolby® Advanced Audio™ v2	6 cellás lithium-ion	ujjlenyomat olvasó, TPM chip		2,17 kg	3 év nemzetközi, belföldön el- és visszaszállítás		USB 2.0 (2db), VGA monitor kimenet, Gigabit LAN (10/100/1000), Express card kártyahely, Docking port ( dokkolható ), Mini DisplayPort, USB 3.0 (2db), Wireless LAN 802.11 a/b/g/n (WiFi), Bluetooth v4.0 + HS			
Dell Latitude E5430 154937 Notebook	214882 Ft	14" WXGA HD+ LED matt 16:9 (1600 x 900)	Intel® Core™ i5-3340M (Dual-Core, 2.7 - 3.4 GHz)		14" WXGA HD+ LED matt 16:9 (1600 x 900)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	350 x 240 x 29,90 – 32,5 mm	magyar, LED világítással		SD/SDHC/SDXC kártyahely, beépített Full HD webkamera	Mobile Intel® HM77 Express Chipset	Intel® HD Graphics 4000	Beépített sztereó hangszórók	6cellás (60WHr) lithium-ion	VGA monitor kimenet, FireWire I-link IEEE1394, Gigabit LAN (10/100/1000), USB 2.0 (1db), Express card kártyahely, Docking port ( dokkolható ), HDMI csatlakozó, USB 3.0 (2db), kombinált eSATA/USB 2.0, Wireless LAN 802.11 a/b/g/n (WiFi), Bluetooth v4.0 + HS		2,04 kg	3 év helyszíni garancia					
Acer TMP633-M-73634G50tkk NX.V7TEU.010 3G Notebook	217244 Ft	13,3" (HD 1366x768, 16:9, matt, LED)	Intel® Core™ i7-3632QM (Quad-Core, 2.2 - 3.2 GHz)		13,3" (HD 1366x768, 16:9, matt, LED)	opcionális külső író (nem tartozék)	Üzembehelyezés / installáció 6000Ft	325,0 x 235,0 x 24,8 mm	magyar	500GB SATA 5400rpm	5 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM77 Express Chipset	Intel® HD Graphics 4000	Beépített sztereó hangszórók	4 cellás lítiumion (Li-Ion)	VGA monitor kimenet, Gigabit LAN (10/100/1000), Express card kártyahely, HDMI csatlakozó, Wireless LAN 802.11 a/g/n (WiFi), beépített 3G mobilinternet modem, USB 3.0 (3db), kombinált eSATA/USB 2.0		1,90 kg	3 év nemzetközi, véletlen sérülésre is, belföldön el- és visszaszállítás					
ASUS U38N-C4009P Notebook	218819 Ft		AMD® A10-4655M (Quad-Core, 2.0 - 2.8 GHz)		13,3" (Multi-touch, 1366x768, 16:9, fényes, LED)	opcionális külső író (nem tartozék)	Üzembehelyezés / installáció 6000Ft	326 x 226 x 5.5 ~18.6 mm	magyar, LED világítással	128GB SSD SATA	3 az 1-ben kártyaolvasó (SD,MMC, MS), beépített HD webkamera	AMD® A70M Fusion™	AMD Radeon™ HD 7620G	Bang & Olufsen ICEpower®	6cellás (48WHr) lithium-ion	TPM chip		1.55 kg		13,3" (Multi-touch, 1366x768, 16:9, fényes, LED)	HDMI csatlakozó, USB 3.0 (3db), Wireless LAN 802.11 a/b/g/n (WiFi), Bluetooth v4.0 + HS			
HP ProBook 6470b H5F02EA Notebook	219606 Ft	14" WXGA HD+ LED matt 16:9 (1600 x 900)	Intel® Core™ i5-3230M (Dual-Core, 2.6 - 3.2 GHz)		14" WXGA HD+ LED matt 16:9 (1600 x 900)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	33,8 x 23,1 x 3,4 cm	magyar, csepálló		SD/SDHC/SDXC kártyahely, beépített HD webkamera	Mobile Intel® HM76 Express Chipset	Intel® HD Graphics 4000	Beépített sztereó hangszórók	6cellás (55WHr) lithium-ion	ujjlenyomat olvasó, TPM chip		2,03 kg	3 év nemzetközi, belföldön el- és visszaszállítás		VGA monitor kimenet, FireWire I-link IEEE1394, Gigabit LAN (10/100/1000), USB 2.0 (1db), Express card kártyahely, Docking port ( dokkolható ), Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (2db), kombinált eSATA/USB 2.0, DisplayPort, Bluetooth v4.0 + HS			
Lenovo IdeaPad Y510P 59-390558 Notebook	220394 Ft	15,6" Full HD LED matt TFT (1920 x 1080)	Intel® Core™ i7-4700MQ (Quad-Core, 2.4 - 3.4 GHz)		15,6" Full HD LED matt TFT (1920 x 1080)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	38.6 x 25.8 x 1.5 - 3.5 cm	magyar, LED világítással		6 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM86 Express Chipset	NVIDIA® GeForce® GT 755M 2GB GDDR5	Beépített JBL® sztereó hangszórók	6 cellás lithium-ion	VGA monitor kimenet, Gigabit LAN (10/100/1000), USB 2.0 (1db), HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (2db), Bluetooth v4.0 + HS		2.69 kg	3 év, belföldön el- és visszaszállítás					
Samsung ATIV Book 7 NP740U3E-X01HU Notebook	0 Ft		Intel® Core™ i5-3337U (Dual-Core, 1.8 - 2.7 GHz)		13,3" (Multi-touch, FullHD 1920x1080, LED, fényes)	opcionális külső író (nem tartozék)	Üzembehelyezés / installáció 6000Ft	324 x 224 x 18.9 mm	magyar, LED világítással	128GB SSD SATA	SD/SDHC/SDXC kártyahely, beépített HD webkamera	Mobile Intel® HM76 Express Chipset	AMD Radeon™ HD 8570M 1GB DDR3	Beépített JBL® sztereó hangszórók	4 cellás (57WHr) lithium-ion	USB 2.0 (2db), Gigabit LAN (10/100/1000), HDMI csatlakozó, USB 3.0 (1db), Wireless LAN 802.11 a/b/g/n (WiFi), Bluetooth v4.0 + HS, WiDi támogatás		1,65 kg	2 év	13,3" (Multi-touch, FullHD 1920x1080, LED, fényes)				
Toshiba Satellite P50-A-11U Notebook	220394 Ft	15,6" Full HD LED fényes 16:9 (1920x1080)	Intel® Core™ i7-3630QM (Quad-Core, 2.4 - 3.4 GHz)		15,6" Full HD LED fényes 16:9 (1920x1080)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	377,5 x 244 x 25,80 mm	magyar, LED világítással		Univerzális kártyaolvasó, beépített Full HD webkamera	Mobile Intel® HM76 Express Chipset	NVIDIA® GeForce® GT 740M 2GB DDR3	Beépített Harman Kardon® sztereó hangszórók	4 cellás lítiumion (Li-Ion)	USB 2.0 (2db), Gigabit LAN (10/100/1000), HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (2db), Bluetooth v4.0 + HS, WiDi támogatás		2,40 kg						
Lenovo ThinkPad T530 N1BE4HV Notebook	222756 Ft	15,6" HD LED matt TFT 16:9 (1366 x 768)	Intel® Core™ i3-3120M (Dual-Core, 2.5 GHz)		15,6" HD LED matt TFT 16:9 (1366 x 768)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	245.1 x 372.8 x 31.8 - 35.6 mm	magyar, LED világítással		4 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® QM77 Express Chipset	Intel® HD Graphics 4000	Dolby® Advanced Audio™ v2	6cellás (56WHr) lithium-ion	ujjlenyomat olvasó, TPM chip		2.5 kg	3 év nemzetközi, belföldön el- és visszaszállítás		USB 2.0 (2db), VGA monitor kimenet, Gigabit LAN (10/100/1000), Express card kártyahely, Docking port ( dokkolható ), Wireless LAN 802.11 a/g/n (WiFi), Mini DisplayPort, USB 3.0 (2db), Bluetooth v4.0 + HS			
Dell Latitude E5530 154592 Notebook	228268 Ft	15,6" Full HD LED matt TFT (1920 x 1080)	Intel® Core™ i5-3340M (Dual-Core, 2.7 - 3.4 GHz)		15,6" Full HD LED matt TFT (1920 x 1080)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	388 x 251 x 30,20 – 33,20 mm	magyar, LED világítással		SD/SDHC/SDXC kártyahely, beépített Full HD webkamera	Mobile Intel® HM77 Express Chipset	Intel® HD Graphics 4000	Beépített sztereó hangszórók	6cellás (60WHr) lithium-ion	ujjlenyomat olvasó, TPM chip		2,38 kg	3 év helyszíni garancia		VGA monitor kimenet, Gigabit LAN (10/100/1000), USB 2.0 (1db), Express card kártyahely, Docking port ( dokkolható ), HDMI csatlakozó, USB 3.0 (2db), kombinált eSATA/USB 2.0, Wireless LAN 802.11 a/b/g/n (WiFi), Bluetooth v4.0 + HS			
Dell Vostro 3360 157799 Bronz Notebook	232992 Ft	13,3" (HD 1366x768, 16:9, matt, LED)	Intel® Core™ i7-3537U (Dual-Core, 2.0 - 3.1 GHz)		13,3" (HD 1366x768, 16:9, matt, LED)	opcionális külső író (nem tartozék)	Üzembehelyezés / installáció 6000Ft	332 x 232 x 18,6 - 19,2 mm	magyar, csepálló		8 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM77 Express Chipset	Intel® HD Graphics 4000	Beépített sztereó hangszórók	4 cellás (49WHr) lithium-ion	VGA monitor kimenet, Gigabit LAN (10/100/1000), HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (3db), Bluetooth v4.0 + HS		1,670 kg	3 év helyszíni garancia					
Acer V3-772G-747A8G1TMAKK NX.M8SEU.008 Notebook	233780 Ft	17,3" Full HD LED matt TFT 16:9 (1920 x 1080)	Intel® Core™ i7-4702MQ (Quad-Core, 2.2 - 3.2 GHz)		17,3" Full HD LED matt TFT 16:9 (1920 x 1080)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	414.8 x 275 x 31 / 34.65 mm	magyar teljes méretű, numerikus billentyűkkel		Multi az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM86 Express Chipset	NVIDIA® GeForce® GTX 760M 2GB GDDR5	Dolby® Home Theater® v4 hangrendszer	6cellás (48WHr) lithium-ion	USB 2.0 (2db), VGA monitor kimenet, Gigabit LAN (10/100/1000), HDMI csatlakozó, USB 3.0 (2db), Wireless LAN 802.11 a/b/g/n (WiFi), Bluetooth v4.0 + HS		3.2 kg	2 év nemzetközi, belföldön el- és visszaszállítás					
Toshiba Satellite P855-33U Notebook	234567 Ft	15,6" HD LED fényes TFT 16:9 (1366 x 768)	Intel® Core™ i7-3630QM (Quad-Core, 2.4 - 3.4 GHz)		15,6" HD LED fényes TFT 16:9 (1366 x 768)	Blu-ray író (supermulti)	Üzembehelyezés / installáció 6000Ft	385,0 x 252,5 x 29,77 - 33,5 mm	magyar teljes méretű, numerikus billentyűkkel		beépített HD webkamera, Univerzális kártyaolvasó	Mobile Intel® HM76 Express Chipset	NVIDIA® GeForce® GT 640M 2GB DDR3	Beépített Harman Kardon® sztereó hangszórók	6cellás (48WHr) lithium-ion	VGA monitor kimenet, Gigabit LAN (10/100/1000), HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), Bluetooth v4.0 + HS, USB 3.0 (4db)		2,94 kg						
HP ProBook 6570b H5E74EA Notebook	235354 Ft	15,6" HD+ LED matt TFT 16:9 (1600 x 900)	Intel® Core™ i5-3230M (Dual-Core, 2.6 - 3.2 GHz)		15,6" HD+ LED matt TFT 16:9 (1600 x 900)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	33,8 x 23,13 x 3,4 cm	magyar teljes méretű, numerikus billentyűkkel		SD/SDHC/SDXC kártyahely, beépített HD webkamera	Mobile Intel® HM76 Express Chipset	AMD Radeon™ HD 7570M 1GB GDDR5	Beépített sztereó hangszórók	6cellás (55WHr) lithium-ion	ujjlenyomat olvasó, TPM chip		2,03 kg	3 év nemzetközi, belföldön el- és visszaszállítás		USB 2.0 (2db), VGA monitor kimenet, FireWire I-link IEEE1394, Gigabit LAN (10/100/1000), soros port, Express card kártyahely, Docking port ( dokkolható ), Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (2db), kombinált eSATA/USB 2.0, DisplayPort, Bluetooth v4.0 + HS			
Lenovo IdeaPad Y510P 59-390564 Notebook 16GB	0 Ft	15,6" Full HD LED matt TFT (1920 x 1080)	Intel® Core™ i7-4700MQ (Quad-Core, 2.4 - 3.4 GHz)	16GB DDR3 1600MHz	15,6" Full HD LED matt TFT (1920 x 1080)	opcionális külső író (nem tartozék)	Üzembehelyezés / installáció 6000Ft	38.6 x 25.8 x 1.5 - 3.5 cm	magyar, LED világítással		6 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM86 Express Chipset	NVIDIA® GeForce® GT 750M 2GB GDDR5 SLI	Beépített JBL® sztereó hangszórók	6 cellás lithium-ion	VGA monitor kimenet, Gigabit LAN (10/100/1000), USB 2.0 (1db), HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (2db), Bluetooth v4.0 + HS		2.69 kg	3 év, belföldön el- és visszaszállítás					
Acer V3-772G-54208G1.12TMakk NX.M8SEU.010 Notebook	236142 Ft	17,3" Full HD LED matt TFT 16:9 (1920 x 1080)	Intel® Core™ i5-4200M (Dual-Core, 2.5 - 3.1 GHz)		17,3" Full HD LED matt TFT 16:9 (1920 x 1080)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	414.8 x 275 x 31 / 34.65 mm	magyar teljes méretű, numerikus billentyűkkel		Multi az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM86 Express Chipset	NVIDIA® GeForce® GTX 760M 2GB GDDR5	Dolby® Home Theater® v4 hangrendszer	6cellás (48WHr) lithium-ion	USB 2.0 (2db), VGA monitor kimenet, Gigabit LAN (10/100/1000), HDMI csatlakozó, USB 3.0 (2db), Wireless LAN 802.11 a/b/g/n (WiFi), Bluetooth v4.0 + HS		3.2 kg	2 év nemzetközi, belföldön el- és visszaszállítás					
Lenovo IdeaPad Y510P 59-394569 Notebook 8GB	0 Ft	15,6" Full HD LED matt TFT (1920 x 1080)	Intel® Core™ i7-4700MQ (Quad-Core, 2.4 - 3.4 GHz)		15,6" Full HD LED matt TFT (1920 x 1080)	opcionális külső író (nem tartozék)	Üzembehelyezés / installáció 6000Ft	38.6 x 25.8 x 1.5 - 3.5 cm	magyar, LED világítással		6 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM86 Express Chipset	NVIDIA® GeForce® GT 750M 2GB GDDR5 SLI	Beépített JBL® sztereó hangszórók	6 cellás lithium-ion	VGA monitor kimenet, Gigabit LAN (10/100/1000), USB 2.0 (1db), HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (2db), Bluetooth v4.0 + HS		2.69 kg	3 év, belföldön el- és visszaszállítás					
Dell Inspiron 17 7737 160292 Notebook	236142 Ft		Intel® Core™ i5-4200U (Dual-Core, 1.6 - 2.6 GHz)		17,3" (Multi-touch, 1600x900, 16:9, fényes, LED)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	412.4 x 269.4 x 25.4 mm	magyar, LED világítással		8 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM87 Express Chipset	NVIDIA® GeForce® GT 750M 2GB GDDR5	Beépített Waves MaxxAudio® Pro sztereó hangszórók	4 cellás (58WHr) lithium-ion	Gigabit LAN (10/100/1000), HDMI csatlakozó, Wireless LAN 802.11 a/g/n (WiFi), Bluetooth v4.0 + HS, USB 3.0 (4db)		3.29 kg	3 év	17,3" (Multi-touch, 1600x900, 16:9, fényes, LED)				
Dell Inspiron 17 7737 160294 Notebook	236142 Ft		Intel® Core™ i7-4500U (Dual-Core, 1.8 - 3.0 GHz)		17,3" (Multi-touch, 1600x900, 16:9, fényes, LED)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	412.4 x 269.4 x 25.4 mm	magyar, LED világítással		8 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM87 Express Chipset	Intel® HD Graphics 4400	Beépített Waves MaxxAudio® Pro sztereó hangszórók	4 cellás (58WHr) lithium-ion	Gigabit LAN (10/100/1000), HDMI csatlakozó, Wireless LAN 802.11 a/g/n (WiFi), Bluetooth v4.0 + HS, USB 3.0 (4db)		3.29 kg	3 év	17,3" (Multi-touch, 1600x900, 16:9, fényes, LED)				
Lenovo ThinkPad T530 N1E7THV Notebook	236142 Ft	15,6" HD LED matt TFT 16:9 (1366 x 768)	Intel® Core™ i5-3230M (Dual-Core, 2.6 - 3.2 GHz)		15,6" HD LED matt TFT 16:9 (1366 x 768)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	245.1 x 372.8 x 31.8 - 35.6 mm	magyar, LED világítással		4 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® QM77 Express Chipset	Intel® HD Graphics 4000	Dolby® Advanced Audio™ v2	6cellás (56WHr) lithium-ion	ujjlenyomat olvasó, TPM chip		2.5 kg	3 év nemzetközi, belföldön el- és visszaszállítás		USB 2.0 (2db), VGA monitor kimenet, Gigabit LAN (10/100/1000), Express card kártyahely, Docking port ( dokkolható ), Wireless LAN 802.11 a/g/n (WiFi), Mini DisplayPort, USB 3.0 (2db), Bluetooth v4.0 + HS			
Dell Vostro 3460 157913 Ezüst Notebook	237717 Ft	14" HD LED matt TFT 16:9 (1366 x 768)	Intel® Core™ i7-3632QM (Quad-Core, 2.2 - 3.2 GHz)		14" HD LED matt TFT 16:9 (1366 x 768)	8x DVD író (+/-RW Dual Layer)	Üzembehelyezés / installáció 6000Ft	345,5 x 244 x 28 x 30,1 mm	magyar, LED világítással		8 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM77 Express Chipset	NVIDIA® GeForce® GT 630M 1GB DDR3	Beépített sztereó hangszórók	6cellás (48WHr) lithium-ion	VGA monitor kimenet, Gigabit LAN (10/100/1000), HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), Bluetooth v4.0 + HS, USB 3.0 (4db)		2,232 kg	3 év helyszíni garancia					
Dell Vostro 3460 157924 Bronz Notebook	237717 Ft	14" HD LED matt TFT 16:9 (1366 x 768)	Intel® Core™ i7-3632QM (Quad-Core, 2.2 - 3.2 GHz)		14" HD LED matt TFT 16:9 (1366 x 768)	8x DVD író (+/-RW Dual Layer)	Üzembehelyezés / installáció 6000Ft	345,5 x 244 x 28 x 30,1 mm	magyar, LED világítással		8 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM77 Express Chipset	NVIDIA® GeForce® GT 630M 1GB DDR3	Beépített sztereó hangszórók	6cellás (48WHr) lithium-ion	VGA monitor kimenet, Gigabit LAN (10/100/1000), HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), Bluetooth v4.0 + HS, USB 3.0 (4db)		2,232 kg	3 év helyszíni garancia					
Lenovo ThinkPad Edge Plus E531 N4I26HV	243228 Ft	15,6" Full HD LED matt TFT (1920 x 1080)	Intel® Core™ i7-3632QM (Quad-Core, 2.2 - 3.2 GHz)		15,6" Full HD LED matt TFT (1920 x 1080)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	377 x 250 x 25 mm	magyar teljes méretű, numerikus billentyűkkel		4 az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM77 Express Chipset	NVIDIA® GeForce® GT 740M 2GB DDR3	Dolby® Advanced Audio™ v2	6cellás (62WHr) lithium-ion	ujjlenyomat olvasó		2.44 kg			VGA monitor kimenet, Gigabit LAN (10/100/1000), USB 2.0 (1db), Express card kártyahely, HDMI csatlakozó, Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (2db), Bluetooth v4.0 + HS			
Acer V3-772G-747a8G1TMakk NX.M74EU.003 Notebook	243228 Ft	17,3" Full HD LED matt TFT 16:9 (1920 x 1080)	Intel® Core™ i7-4702MQ (Quad-Core, 2.2 - 3.2 GHz)		17,3" Full HD LED matt TFT 16:9 (1920 x 1080)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	414.8 x 275 x 31 / 34.65 mm	magyar teljes méretű, numerikus billentyűkkel		Multi az 1-ben kártyaolvasó, beépített HD webkamera	Mobile Intel® HM86 Express Chipset	NVIDIA® GeForce® GT 750M 4GB DDR3	Dolby® Home Theater® v4 hangrendszer	6cellás (48WHr) lithium-ion	USB 2.0 (2db), VGA monitor kimenet, Gigabit LAN (10/100/1000), HDMI csatlakozó, USB 3.0 (2db), Wireless LAN 802.11 a/b/g/n (WiFi), Bluetooth v4.0 + HS		3.2 kg	2 év nemzetközi, belföldön el- és visszaszállítás					
HP ProBook 6570b C5A67EA Notebook	244016 Ft	15,6" HD+ LED matt TFT 16:9 (1600 x 900)	Intel® Core™ i5-3210M (Dual-Core, 2.5 - 3.1 GHz)		15,6" HD+ LED matt TFT 16:9 (1600 x 900)	DVD író / olvasó (supermulti)	Üzembehelyezés / installáció 6000Ft	33,8 x 23,13 x 3,4 cm	magyar teljes méretű, numerikus billentyűkkel		SD/SDHC/SDXC kártyahely, beépített HD webkamera	Mobile Intel® HM76 Express Chipset	AMD Radeon™ HD 7570M 1GB GDDR5	Beépített sztereó hangszórók	6cellás (55WHr) lithium-ion	ujjlenyomat olvasó, TPM chip		2,03 kg	3 év nemzetközi, belföldön el- és visszaszállítás		USB 2.0 (2db), VGA monitor kimenet, FireWire I-link IEEE1394, Gigabit LAN (10/100/1000), soros port, Express card kártyahely, Docking port ( dokkolható ), Wireless LAN 802.11 b/g/n (WiFi), USB 3.0 (2db), kombinált eSATA/USB 2.0, DisplayPort, Bluetooth v4.0 + HS			
