TermékNév	Ár	TFT	TFT Szabány	TFT Méret	TFT Méret +	TFT Felb.	TFT X	TFT Y	TFT Arány	TFT Típus	TFT Touch	TFT Fok	TFT Színhű	CPU	CPU Gyártó	CPU Család	CPU Magok	CPU Frek.	CPU Turbo	CPU SS	CPU Cache	CPU RAM Max	CPU 64	CPU Tech	CPU Wh	CPU Virt	CPU HT	RAM	RAM Méret	RAM Típus	HDD	HDD Típus	HDD 2	HDD 2 Típus	GPU	GPU Gyártó	GPU Család	GPU Típus	GPU Mem	GPU Mem Típus	GPU Tech	GPU DX	GPU Shader	GPU OGL	Súly	Akku	Akku Cella	Akku Wh	Akku Típus	Akku Idő	ODD	ODD Hely	ODD CD	ODD DVD	ODD BR	OS	OS Család	OS Típus	OS Nyelv	OS 32/64	Modell	Kategória	Egyéb	LAN	WLAN	BT	CR	USB	VGA ki	HDMI	Audio	Mikrofon	Kamera	Bill.	Bill. Szín	Bill. Gombok	FP	Kensington	Széles	Mély	Magas	HDD RPM	HSDPA	ExpressCard	Dokk	USB 3	eSata	FW	DP	Mikrofon be	Bill. Num	Multitouch	AC	Backlit KB	TPM	Utazó akkumulátor csatlakozó	Modem	Com	Éjjeli megvilágítás	Beépített kamera	Vonal bemenet	TFT 3D
ACER Aspire E1-531 notebook (fekete)	94409 Ft	15.6" HD (1366x768) CrystalBright LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Pentium 2020M	Intel	Pentium	2	2,40 GHz	2,4 GHz	Igen	2 MB	32 GB	Igen	22 nm	35 W	Igen		8GB DDR3	8 GB	DDR3	1000 GB	HDD			GMA HD Graphics	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	45 nm	10,0	4,0	2,1	2,5 kg	ACER Aspire E1-5xx 6-cell	6	48 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	Linux	Linux	FreeDos	Magyar	32 bit	ACER Aspire E series	belépő szint	otthoni	10/100/1000 gigabit	802.11(b/g/n)		Igen	3 db USB	Igen	Igen	Igen	mono	HD	Magyar billentyűzet	sötét alapon világos karakterek			Igen	382 mm	253 mm	33 mm	5400 fordulat/perc								Igen	Igen		65 W										
ASUS X201E notebook (piros)	94409 Ft	11.6" HD (1366x768) ColorShine LED	WXGA	11,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Pentium 987	Intel	Pentium	2	1,50 GHz	1,5 GHz	Igen	2 MB	16 GB	Igen	32 nm	17 W			2GB DDR3	2 GB	DDR3	320 GB	HDD			GMA HD Graphics	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	45 nm	10,0	4,0	2,1	1,3 kg	ASUS X201 2-cell	2	38 Wh	Li-Ion Polymer	kiváló						Windows 8 64bit hun	Windows 8	Home	Magyar	64 bit	ASUS X2xx	belépő szint	otthoni	10/100	802.11(b/g/n)	Igen	Igen	3 db USB	Igen	Igen	Igen	van	HD	Magyar billentyűzet	sötét alapon világos karakterek			Igen	303 mm	200 mm	21 mm	5400 fordulat/perc				1 db USB3				Igen			33 W										
HP 250 G1 notebook	84960 Ft	15.6" HD (1366x768) AG LED	WXGA	15,6 "	matt	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Pentium B960	Intel	Pentium	2	2,20 GHz	2,2 GHz	Igen	2 MB	16 GB	Igen	32 nm	35 W			4GB DDR3	4 GB	DDR3	500 GB	HDD			GMA HD Graphics	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	45 nm	10,0	4,0	2,1	2,5 kg	HP 250 6-cell	6	47 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	Linux	Linux	FreeDos	Magyar	32 bit	HP 250	belépő szint	otthoni	10/100	802.11(b/g/n)	Igen	Igen	3 db USB	Igen	Igen	Igen	van	HD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	376 mm	247 mm	36 mm	5400 fordulat/perc								Igen	Igen		65 W										
ACER V5-431 notebook (kék)	81811 Ft	14.0" HD (1366x768) CrystalBright LED	WXGA	14,0 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Pentium 987	Intel	Pentium	2	1,50 GHz	1,5 GHz	Igen	2 MB	16 GB	Igen	32 nm	17 W			4GB DDR3	4 GB	DDR3	500 GB	HDD			GMA HD4000	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	22 nm	11,0	5,0	4,0	2,1 kg	ACER V5-4xx/5xx 4-cell	4	37 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	Linux	Linux	FreeDos	Magyar	32 bit	ACER V5	belépő szint	otthoni	10/100/1000 gigabit	802.11(b/g/n)	Igen	Igen	3 db USB	Igen	Igen	Igen	stereo	HD	Magyar billentyűzet	sötét alapon világos karakterek			Igen	342 mm	245 mm	23 mm	5400 fordulat/perc				1 db USB3				Igen		Igen	65 W	Igen									
ACER Aspire E1-530 notebook (fekete)	80236 Ft																																																																																																						
LENOVO Ideapad G575GC notebook	78661 Ft	15.6" HD (1366x768) VibrantView LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		AMD E-450	AMD	E-Series	2	1,66 GHz	1,3 GHz	Igen	1 MB	0 GB	Igen	40 nm	18 W			4GB DDR3	4 GB	DDR3	500 GB	HDD			Radeon HD 6320	AMD	Radeon	integrált	0,0 GB	Rendszer memóriával megegyező	40 nm	11,0	5,0	4,1	2,6 kg	LENOVO IdeaPad G575 6-cell	6	48 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	FreeDOS	FreeDOS	FreeDos	Angol	32 bit	LENOVO IdeaPad G	belépő szint	otthoni	10/100	802.11(b/g/n)		Igen	4 db USB	Igen		Igen	mono		Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	377 mm	250 mm	17 mm	5400 fordulat/perc				0 db USB3				Igen	Igen		40 W										
Compaq Presario CQ58-351sh notebook	77086 Ft	15.6" HD (1366x768) BrightView LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		AMD E1-1200	AMD	E-Series	2	1,40 GHz	1,4 GHz	Igen	1 MB	16 GB	Igen	40 nm	18 W	Igen		4GB DDR3	4 GB	DDR3	750 GB	HDD			Radeon HD 7310	AMD	Radeon	integrált	0,0 GB	Rendszer memóriával megegyező	40 nm	11,0	5,0	4,1	2,5 kg	COMPAQ Presario CQ58 6-cell	6	47 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	FreeDOS	FreeDOS	FreeDos	Angol	32 bit	COMPAQ Presario CQxx	belépő szint	otthoni	10/100	802.11(b/g/n)	Igen	Igen	3 db USB	Igen	Igen	Igen	van	SD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	376 mm	247 mm	31 mm	5400 fordulat/perc								Igen		Igen	65 W										
TOSHIBA Satellite C50-A-14L notebook	76299 Ft	15.6" HD (1366x768) TruBrite LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Celeron 1005M	Intel	Celeron	2	1,90 GHz	1,9 GHz	Igen	2 MB	32 GB	Igen	22 nm	35 W	Igen		4GB DDR3	4 GB	DDR3	500 GB	HDD			GMA HD Graphics	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	45 nm	10,0	4,0	2,1	2,3 kg	TOSHIBA Satellite C50/C55 6-cell	6	48 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	FreeDOS	FreeDOS	FreeDos	Angol	32 bit	TOSHIBA Satellite C	belépő szint	otthoni	10/100	802.11(b/g/n)	Igen	Igen	3 db USB	Igen	Igen	Igen	van	HD	Magyar billentyűzet				Igen	380 mm	242 mm	31 mm	5400 fordulat/perc				1 db USB3				Igen	Igen		65 W										
ACER Aspire E1-532 notebook (fekete)	70000 Ft	15.6" HD (1366x768) CrystalBright LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Celeron Dual-Core 2955U	Intel	Celeron Dual-Core	2	1,40 GHz	1,4 GHz	Igen	2 MB	16 GB	Igen	22 nm	15 W	Igen		4GB	4 GB	-	500 GB	HDD			GMA HD Graphics	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	45 nm	10,0	4,0	2,1	2,4 kg	4-cell Lithium-ion	4	0 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	Linux	Linux	FreeDos	Magyar	32 bit		belépő szint	otthoni	10/100/1000 gigabit	802.11(b/g/n)	Igen	Igen	3 db USB	Igen	Igen	Igen	van	HD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	256 mm	381 mm	25 mm	5400 fordulat/perc				1 db USB3				Igen	Igen	Igen	65 W										
ACER V5-123 notebook (ezüst)	64488 Ft	11.6" HD (1366x768) Glossy LED	WXGA	11,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		AMD E1-2100	AMD	E-Series	2	1,00 GHz	1,0 GHz		1 MB	16 GB	Igen	28 nm	9 W	Igen		4GB DDR3	4 GB	DDR3	500 GB	HDD			Radeon HD 8210	AMD	Radeon	integrált	0,0 GB	Rendszer memóriával megegyező	28 nm	11,1	5,0	4,1	1,2 kg											Linux	Linux	FreeDos	Magyar	32 bit	ACER V5			10/100	802.11(b/g/n)	Igen	Igen	3 db USB		Igen	Igen	van	HD	Magyar billentyűzet	sötét alapon világos karakterek							5400 fordulat/perc				1 db USB3				Igen													
HP Elitebook 2530p Premium Business notebook	51102 Ft	12.1" HD (1280x800) AG LED	WXGA	12,1 "	matt	HD (720p képes)	1280 pixel	800 pixel	16:10	LED TFT	nem	normál		Intel Core 2 Duo SL9400	Intel	Core 2 Duo	2	1,86 GHz	1,9 GHz	Igen	6 MB	0 GB	Igen	45 nm	17 W			2GB DDR2	2 GB	DDR2	250 GB	HDD			GMA 4500MHD	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	65 nm	10,0	4,0	2,0	1,5 kg	HP Elitebook 2530p 9-cell	9	83 Wh	Li-Ion	extra	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	FreeDOS	FreeDOS	FreeDos	Angol	32 bit	HP EliteBook 25xx	felső kategória	üzleti	10/100/1000 gigabit	802.11(a/b/g/n)	Igen	Igen	2 db USB	Igen		Igen	stereo	nincs	Nemzetközi billentyűzet	sötét alapon világos karakterek	4	Igen	Igen	282 mm	214 mm	25 mm	5400 fordulat/perc		Igen				Igen		Igen			65 W				Igen		Igen				
