TermékNév	Ár	TFT Felb.	TFT Méret	TFT Típus	TFT Arány	CPU Gyártó	CPU Család	CPU Típus	RAM Méret	RAM	RAM Slot	HDD	HDD Méret	HDD Seb.	GPU	Súly	Akku cella	OS	ODD	Chipset	WLAN	Kamera Felb.	USB	VGA ki	Audio	LAN	CR	Kensington	Anyag	Szín	Széles	Magas	Mély	Család	RAM Modul	AC	Hangszóró	Mikrofon	Bill. num	HDMI	USB 3	Technológia	HSDPA	HDD 2	HDD 2 Méret	BT	TB	Egyéb	2.Háttértár fordulatszám	Tárolt energia	Elektromos töltés	3D Technológia	Mini DisplayPort ki	Billentyűzet világítás	Egyéb szín	Micro HDMI ki	Pixelhiba	Tanúsítvány(ok)	DisplayPort ki	Ujjlenyomat olvasó	Leejtés védelem	TPM	Dokkolható	eSATA ki	ExpressCard	FireWire 400 ki	Soros
HP EliteBook 8460p LG743EA 14"/Intel Core i5 2540M 2,6GHz/4GB/500GB/DVD író/Win7 notebook	0 Ft	1600x900	14"	LED-backlit HD+ anti-glare	Matt	Intel	Core i5	Intel Core i5-2540M (2,60 GHz, 3MB)	4,0 GB	DDR3-1333	2 db	HDD	500 GB	7200 rpm	ATI Radeon HD6470 1GB	2,07 kg	6	Windows 7 Professional 64 bit	DVD Super Multi LightScribe	AMD	802.11 a/b/g/n	0,90 MP	1 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém	Acélszürke	338,00 mm	31,80 mm	231,0 mm	EliteBook 8460p	2 x 2	90 watt	SRS Premium Sound	Igen			2 db	Lítium-ion				2.1 + EDR											HP pixel policy alapján	ENERGY STAR	1 db	Igen		Igen	Igen	1 db	ExpressCard/54	1 db		
HP EliteBook 8470p B5W73AW 14"/Intel Core i5 3320M 2,6GHz/4GB/500GB/AMD 7570M 1GB/DVD író/Win7 notebook	0 Ft	1600x900	14"	LED-backlit HD+ anti-glare	Matt	Intel	Core i5	Intel Core i5-3320M (2.60 GHz, 3 MB)	4,0 GB	DDR3-1600	2 db	HDD	500 GB	7200 rpm	AMD Radeon HD 7570M 1 GB GDDR5	2,07 kg	6	Windows 7 Professional 64 bit	DVD SuperMulti	AMD	802.11 a/b/g/n	0,90 MP	1 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém	Acélszürke	338,00 mm	34,00 mm	231,0 mm	EliteBook 8470p	1 x 4	90 watt	SRS Premium Sound PRO	Igen			2 db	Lítium-ion				4.0 + EDR											HP pixel policy alapján	ENERGY STAR	1 db	Igen	Igen	Igen	Igen	1 db	ExpressCard/54	1 db		
HP EliteBook 8470p B6P94EA 14"/Intel Core i7 3520M 2,9GHz/4GB/500GB/AMD 7570M 1GB/DVD író/Win7 notebook	0 Ft	1600x900	14"	LED-backlit HD+ anti-glare	Matt	Intel	Core i7	Intel Core i7-3520M 2,9 GHz	4,0 GB	DDR3-1600	2 db	HDD	500 GB	7200 rpm	AMD Radeon HD 7570M 1 GB GDDR5	2,07 kg	6	Windows 7 Professional 64 bit	DVD SuperMulti	AMD	802.11 a/b/g/n	0,90 MP	1 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém	Acélszürke	338,00 mm	34,00 mm	231,0 mm	EliteBook 8470p	1 x 4	90 watt	SRS Premium Sound PRO	Igen			2 db					4.0 + EDR											HP pixel policy alapján	ENERGY STAR	1 db	Igen	Igen	Igen	Igen	1 db	ExpressCard/54	1 db		
HP EliteBook 8560w LG660EA 15,6"/Intel Core i5 2540M 2,6GHz/4GB/500GB/AMD FirePro M5950 1GB/DVD író/Win7 notebook	0 Ft	1920x1080	15,6"	LED-backlit FHD anti-glare	Matt	Intel	Core i5	Intel Core i5-2540M (2,60 GHz, 3MB)	4,0 GB	DDR3-1333	2 db	HDD	500 GB	7200 rpm	AMD FirePro M5950 1GB GDDR5	3,00 kg	8	Windows 7 Professional 64 bit	DVD SuperMulti	AMD	802.11 a/b/g/n	0,90 MP	2 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém	Acélszürke	382,00 mm	34,50 mm	257,5 mm	EliteBook 8560w	1 x 4	120 watt	SRS Premium Sound	Igen	Igen		2 db	Lítium-ion				2.1 + EDR											HP pixel policy alapján	ENERGY STAR	1 db	Igen	Igen	Igen	Igen	1 db	ExpressCard/54	1 db		
HP EliteBook 8570p B6P99EA 15,6"/Intel Core i5 3360M 2,8GHz/4GB/500GB/DVD író/Win7 notebook	0 Ft	1600x900	15,6"	LED-backlit HD+ anti-glare	Matt	Intel	Core i5	Intel Core i5-3360M (2.80 GHz, 3 MB)	4,0 GB	DDR3-1600	2 db	HDD	500 GB	7200 rpm		2,73 kg	6	Windows 7 Professional 64 bit	DVD SuperMulti	Intel	802.11 a/b/g/n	0,90 MP	2 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém	Acélszürke	374,00 mm	34,00 mm	251,0 mm	EliteBook 8570p	1 x 4	65 watt	SRS Premium Sound PRO	Igen	Igen		2 db	Lítium-ion				4.0 + EDR											HP pixel policy alapján	ENERGY STAR	1 db	Igen	Igen	Igen	Igen	1 db	ExpressCard/54	1 db	1 db	
HP EliteBook 8570p B6Q03EA 15,6"/Intel Core i7 3520M 2,9GHz/4GB/500GB/AMD 7570M 1GB/DVD író/Win7 notebook	0 Ft	1600x900	15,6"	LED-backlit HD+ anti-glare	Matt	Intel	Core i7	Intel Core i7-3520M 2,9 GHz	4,0 GB	DDR3-1600	2 db	HDD	500 GB	7200 rpm	AMD Radeon HD 7570M 1 GB GDDR5	2,61 kg	6	Windows 7 Professional 64 bit	DVD SuperMulti	AMD	802.11 a/b/g/n	0,90 MP	2 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém	Acélszürke	374,00 mm	34,00 mm	251,0 mm	EliteBook 8570p	1 x 4	90 watt	SRS Premium Sound PRO	Igen	Igen		2 db	Lítium-ion	Igen			4.0 + EDR											HP pixel policy alapján	ENERGY STAR	1 db	Igen	Igen	Igen	Igen	1 db	ExpressCard/54	1 db	1 db	
HP Pavilion dv6-7100sh 15,6"/Intel Core i7-3610QM 2,3GHz/8GB/1TB/NVIDIA GT630M 2GB/DVD író/Win7 notebook	0 Ft	1366x768	15,6"	LED	Fényes	Intel	Core i7	Intel Core i7-3610QM (2,3 GHz, 6 MB)	8,0 GB	DDR3-1600		HDD	1000 GB	5400 rpm	NVIDIA GeForce GT 630M 2GB		6	Windows 7 Home Premium 64 bit	DVD SuperMulti	NVIDIA	802.11 b/g/n	1,00 MP		1 db	Igen	10/100/1000 Mb/s	Igen								2 x 4	120 watt				1 db						Van																						
HP Pavilion g6-1213eh 15,6"/AMD Quad-Core A6-3400M 1,4GHz/4GB/750GB/DVD író notebook	0 Ft	1366x768	15,6"	LED	Fényes	AMD	A6	AMD Quad-Core A6-3400M (1,4 GHz, 4MB)	4,0 GB	DDR3-1333		HDD	750 GB	5400 rpm	AMD Radeon HD 6540G2 1GB	2,55 kg	6	FreeDOS	DVD SuperMulti	AMD	802.11 b/g/n	1,30 MP	3 db	1 db	Igen	10/100 Mb/s	Igen				374,00 mm	36,30 mm	245,0 mm		1 x 4	90 watt				1 db						Van																						
HP Pavilion g6-1223eh 15,6"/AMD Quad-Core A6-3400M 1,4GHz/4GB/750GB/AMD 6540G2 1GB/DVD író/Win7 notebook	0 Ft	1366x768	15,6"	LED	Fényes	AMD	A6	AMD Quad-Core A6-3400M (1,4 GHz, 4MB)	4,0 GB	DDR3-1333		HDD	750 GB	5400 rpm	AMD Radeon HD 6540G2 1GB	2,55 kg	6	Windows 7 Home Premium 64 bit	DVD SuperMulti	AMD	802.11 b/g/n	1,30 MP	3 db	1 db	Igen	10/100 Mb/s	Igen				374,00 mm	36,30 mm	245,0 mm		1 x 4	90 watt				1 db						Van																						
HP Pavilion g6-2007sh 15,6"/Intel Core i5-2450 2,3GHz/8GB/1TB/AMD 7670M 2GB/DVD író notebook	0 Ft	1366x768	15,6"	LED	Fényes	Intel	Core i5	Intel Core i5-2450M (2,5 GHz, 3 MB)	8,0 GB	DDR3-1600		HDD	1000 GB	5400 rpm	AMD Radeon HD 7670M 2GB	2,48 kg	6	FreeDOS	DVD SuperMulti	AMD	802.11 b/g/n	1,30 MP	1 db	1 db	Igen	10/100 Mb/s	Igen	Igen	Műanyag		376,00 mm	36,30 mm	244,0 mm	Pavilion g6	2 x 4	90 watt	Altec Lansing	Igen	Igen	1 db	2 db					Van											HP pixel policy alapján	EPEAT SilverENERGY STAR										
HP Pavilion g6-2013sh 15,6"/AMD kétmagos A6-4400M 2,6GHz/4GB/640GB/AMD 7670M 1GB/DVD író notebook	0 Ft	1366x768	15,6"	LED	Fényes	AMD	A6	AMD kétmagos A6-4400M (2,6 GHz)				HDD	640 GB	5400 rpm	AMD Radeon HD 7520G + 7670M dupla GPU (1 GB DDR3 saját)	2,48 kg	6	FreeDOS	DVD SuperMulti		802.11 b/g/n	1,30 MP	1 db	1 db	Igen	10/100 Mb/s	Igen									90 watt				1 db	2 db					Van																						
HP Pavilion g6-2018sh 15,6"/AMD Quad-Core A10-4600M 2,3GHz/4GB/750GB/AMD 7670M 1GB/DVD író/Win7 notebook	0 Ft	1366x768	15,6"	HD BrightView LED	Fényes	AMD	A10	AMD Quad-Core A10-4600M (2,3 GHz, 4MB)	4,0 GB	DDR3-1333	2 db	HDD	750 GB	5400 rpm	AMD Radeon HD 7660G + 7670M dupla GPU (1GB DDR3 saját)	2,48 kg	6	Windows 7 Home Premium 64 bit	DVD SuperMulti	AMD	802.11 b/g/n	1,30 MP	1 db	1 db	Igen	10/100 Mb/s		Igen	Műanyag	Fekete	376,00 mm	36,30 mm	244,0 mm	Pavilion g6	1 x 4	90 watt	Altec Lansing - Dolby Advanced Audio	Igen	Igen	1 db	2 db	Lítium-ion				Van											HP pixel policy alapján	ENERGY STAREPEAT Silver										
HP Pavilion g6-2032sh 15,6"/Intel Core i3-2350 2,3GHz/4GB/750GB/AMD 7670M 2GB/DVD író/Win7 notebook	0 Ft	1366x768	15,6"	LED	Fényes	Intel	Core i3	Intel Core i3-2350M (2,3 GHz, 3 MB)	4,0 GB	DDR3-1600	2 db	HDD	750 GB	5400 rpm	AMD Radeon HD 7670M 2GB	2,48 kg	6	Windows 7 Home Premium 64 bit	DVD SuperMulti	AMD	802.11 b/g/n	1,30 MP	1 db	1 db	Igen	10/100 Mb/s	Igen	Igen		Fekete	376,00 mm	36,30 mm	244,0 mm	Pavilion g6	1 x 4	90 watt	Altec Lansing - Dolby Advanced Audio	Igen	Igen	1 db	2 db	Lítium-ion				Van											HP pixel policy alapján	EPEAT SilverENERGY STAR										
HP Pavilion g6-2100sh 15,6"/AMD Quad-Core A8-4500M 1,9GHz/4GB/500GB/AMD 7670M 1GB/DVD író/Win7 notebook	0 Ft	1366x768	15,6"	HD BrightView LED	Fényes	AMD	A8	AMD Quad-Core A8-4500M (2,1GHz, 4MB)	4,0 GB	DDR3-1333	2 db	HDD	500 GB	5400 rpm	AMD Radeon HD 7640G + 7670M dupla GPU (1GB DDR3 saját)	2,48 kg	6	Windows 7 Home Premium 64 bit	DVD SuperMulti	AMD	802.11 b/g/n	1,30 MP	1 db		Igen	10/100 Mb/s		Igen	Műanyag	Fekete	376,00 mm	36,30 mm	244,0 mm	Pavilion g6	1 x 4	90 watt	Altec Lansing - Dolby Advanced Audio	Igen	Igen	1 db	2 db	Lítium-ion				Van											HP pixel policy alapján	ENERGY STAREPEAT Silver										
HP ProBook 4330s 13,3"/Intel Core i3-2350M 2,3GHz/2GB/320GB/DVD író notebook	0 Ft	1366x768	13,3"	LED-backlit HD anti-glare	Matt	Intel		Intel Core i3-2350M (2,3 GHz, 3 MB)	2,0 GB	DDR3-1333	2 db	HDD	320 GB	5400 rpm	Intel® HD Graphics 3000	2,00 kg	6	Linux	DVD SuperMulti	Intel	802.11 b/g/n	0,90 MP	4 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém	Acélszürke	330,00 mm	27,90 mm	235,0 mm	ProBook 4330	1 x 2	65 watt	SRS Premium Sound	Igen		1 db		Lítium-ion				2.1											HP pixel policy alapján											
HP ProBook 4340s 13,3"/Intel Core i3-2370M 2,4GHz/2GB/320GB/DVD író notebook	0 Ft	1366x768	13,3"	LED-backlit HD anti-glare	Matt	Intel	Core i3	Intel Core i3-2370M (2,4 GHz, 3 MB)	2,0 GB	DDR3-1333	2 db	HDD	320 GB	7200 rpm		1,84 kg	6	Linux	DVD SuperMulti	Intel	802.11 b/g/n	0,90 MP	1 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém	Acélszürke	326,00 mm	24,00 mm	229,0 mm	ProBook 4340	1 x 2	65 watt	SRS Premium Sound PRO	Igen		1 db	3 db	Lítium-ion				4.0 + EDR		táska							Fekete		HP pixel policy alapján											
HP ProBook 4340s 13,3"/Intel Core i3-2370M 2,4GHz/4GB/500GB/AMD 7570M 1GB/DVD író notebook	0 Ft	1366x768	13,3"	LED-backlit HD anti-glare	Matt	Intel	Core i3	Intel Core i3-2370M (2,4 GHz, 3 MB)	4,0 GB	DDR3-1333	2 db	HDD	500 GB	5400 rpm	AMD Radeon HD 7570M 1 GB GDDR5	2,04 kg	6	Linux	DVD SuperMulti	AMD	802.11 b/g/n	0,90 MP	1 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém	Acélszürke	326,00 mm	24,00 mm	229,0 mm	ProBook 4340	1 x 4	90 watt	SRS Premium Sound PRO	Igen		1 db	3 db	Lítium-ion				4.0 + EDR		táska							Fekete		HP pixel policy alapján											
HP ProBook 4340s 13,3"/Intel Core i3-3110M 2,4GHz/4GB/500GB/AMD 7570M 1GB/DVD író notebook	0 Ft	1366x768	13,3"	LED-backlit HD anti-glare	Matt	Intel	Core i3	Intel Core i3-3110M (2,4 GHz, 3 MB)	4,0 GB	DDR3-1333	2 db	HDD	500 GB	5400 rpm	AMD Radeon HD 7570M 1 GB GDDR5	1,84 kg	6	Linux	DVD SuperMulti	AMD	802.11 b/g/n	0,90 MP	1 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém		326,00 mm	24,00 mm	229,0 mm	ProBook 4340	1 x 4	90 watt	SRS Premium Sound PRO	Igen		1 db	3 db	Lítium-ion				Van		táska									HP pixel policy alapján											
HP ProBook 4340s 13,3"/Intel Core i5-3210M 2,5GHz/4GB/500GB/AMD 7570M 1GB/DVD író/Win8 notebook	0 Ft	1366x768	13,3"	LED-backlit HD anti-glare	Matt	Intel	Core i5	Intel Core i5-3210M (2,5 GHz, 3 MB)	4,0 GB	DDR3-1333	2 db	HDD	500 GB	5400 rpm	AMD Radeon HD 7570M 1 GB GDDR5	1,84 kg	6	Windows 8 Professional	DVD SuperMulti	AMD	802.11 b/g/n	0,90 MP	1 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém		326,00 mm	24,00 mm	229,0 mm	ProBook 4340	1 x 4	90 watt	SRS Premium Sound PRO	Igen		1 db	3 db	Lítium-ion				Van		táska									HP pixel policy alapján	ENERGY STAR										
HP ProBook 4540s 15,6"/Intel Core i3-3110M 2,4 GHz/2GB/320GB/DVD író notebook	0 Ft	1366x768	15,6"	LED-backlit HD anti-glare	Matt	Intel	Core i3	Intel Core i3-3110M (2,4 GHz, 3 MB)	2,0 GB	DDR3-1333	2 db	HDD	320 GB	7200 rpm	Intel HD Graphics	2,33 kg	6	Linux	DVD SuperMulti	Intel	802.11 b/g/n	0,90 MP	2 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém		375,00 mm	28,00 mm	256,0 mm	ProBook 4540	1 x 2	65 watt	SRS Premium Sound PRO	Igen	Igen	1 db	2 db	Lítium-ion				Van		táska									HP pixel policy alapján											
HP ProBook 4540s 15,6"/Intel Core i3-3110M 2,4 GHz/4GB/500GB/7650M 1GB/DVD író notebook	0 Ft	1366x768	15,6"	LED-backlit HD anti-glare	Matt	Intel	Core i3	Intel Core i3-3110M (2,4 GHz, 3 MB)	4,0 GB	DDR3-1333	2 db	HDD	500 GB	7200 rpm	AMD Radeon HD 7650M 1GB	2,33 kg	6	Linux	DVD SuperMulti	AMD	802.11 b/g/n	0,90 MP	2 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag		375,00 mm	28,00 mm	256,0 mm	ProBook 4540	1 x 4	90 watt	SRS Premium Sound PRO	Igen	Igen	1 db	2 db	Lítium-ion				Van		táska									HP pixel policy alapján											
HP ProBook 4540s 15,6"/Intel Core i5-2450 2,5 GHz/4GB/500GB/AMD 7650M 1GB/DVD író/Win7 notebook	0 Ft	1366x768	15,6"	LED-backlit HD anti-glare	Matt	Intel	Core i5	Intel Core i5-2450M (2,5 GHz, 3 MB)	4,0 GB	DDR3-1333	2 db	HDD	500 GB	7200 rpm	AMD Radeon HD 7650M 1GB	2,33 kg	6	Windows 7 Home Premium 64 bit	DVD SuperMulti	AMD	802.11 b/g/n	0,90 MP	2 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém	Acélszürke	375,00 mm	28,00 mm	256,0 mm	ProBook 4540	1 x 4	90 watt	SRS Premium Sound PRO	Igen	Igen	1 db	2 db	Lítium-ion				4.0 + EDR		táska							Fekete		HP pixel policy alapján	ENERGY STAR			Igen							
HP ProBook 4540s 15,6"/Intel Core i5-2450 2,5 GHz/4GB/750GB/DVD író notebook	0 Ft	1366x768	15,6"	LED-backlit HD anti-glare	Matt	Intel	Core i5	Intel Core i5-2450M (2,5 GHz, 3 MB)	4,0 GB	DDR3-1333	2 db	HDD	750 GB	5400 rpm		2,33 kg	6	Linux	DVD SuperMulti	Intel	802.11 b/g/n	0,90 MP	2 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém	Acélszürke	375,00 mm	28,00 mm	256,0 mm	ProBook 4540	1 x 4	65 watt	SRS Premium Sound PRO	Igen	Igen	1 db	2 db	Lítium-ion				4.0 + EDR		táska							Fekete		HP pixel policy alapján											
HP ProBook 4540s 15,6"/Intel Core i5-2450 2,5 GHz/6GB/500GB/AMD 7650M 1GB/DVD író notebook	0 Ft	1366x768	15,6"	LED-backlit HD anti-glare	Matt	Intel	Core i5	Intel Core i5-2450M (2,5 GHz, 3 MB)	6,0 GB	DDR3-1333	2 db	HDD	500 GB	5400 rpm	AMD Radeon HD 7650M 1GB	2,33 kg	6	Linux	DVD SuperMulti	AMD	802.11 b/g/n	0,90 MP	2 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém	Acélszürke	375,00 mm	28,00 mm	256,0 mm	ProBook 4540	4 + 2	90 watt	SRS Premium Sound PRO	Igen	Igen	1 db	2 db	Lítium-ion				4.0 + EDR									Fekete		HP pixel policy alapján											
HP ProBook 4540s 15,6"/Intel Core i5-3210 2,5 GHz/4GB/750GB/7570M 2GB/DVD író notebook	0 Ft	1366x768	15,6"	LED-backlit HD anti-glare	Matt	Intel	Core i5	Intel Core i5-3210M (2,5 GHz, 3 MB)	4,0 GB	DDR3-1333	2 db	HDD	750 GB	5400 rpm	AMD Radeon HD 7650M 2GB	2,33 kg	6	Linux	DVD SuperMulti	AMD	802.11 b/g/n	0,90 MP	2 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém		375,00 mm	28,00 mm	256,0 mm	ProBook 4540	1 x 4	90 watt	SRS Premium Sound PRO	Igen	Igen	1 db	2 db	Lítium-ion				Van		táska									HP pixel policy alapján											
HP ProBook 4540s 15,6"/Intel Core i5-3210 2,5 GHz/4GB/750GB/7570M 2GB/DVD író/Win8 notebook	0 Ft	1366x768	15,6"	LED-backlit HD anti-glare	Matt	Intel	Core i5	Intel Core i5-3210M (2,5 GHz, 3 MB)	4,0 GB	DDR3-1333	2 db	HDD	750 GB	5400 rpm	AMD Radeon HD 7650M 2GB	2,33 kg	6	Windows 8	DVD SuperMulti	AMD		0,90 MP	2 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag		375,00 mm	28,00 mm	256,0 mm	ProBook 4540	1 x 4	90 watt	SRS Premium Sound PRO	Igen	Igen	1 db	2 db	Lítium-ion				Van											HP pixel policy alapján											
HP ProBook 4540s 15,6"/Intel Core i5-3210 2,5 GHz/4GB/750GB/DVD író notebook	0 Ft	1366x768	15,6"	LED-backlit HD anti-glare	Matt	Intel	Core i5	Intel Core i5-3210M (2,5 GHz, 3 MB)	4,0 GB	DDR3-1333	2 db	HDD	750 GB	5400 rpm	Intel HD Graphics	2,33 kg	6	Linux	DVD SuperMulti	Intel	802.11 b/g/n	0,90 MP	2 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém		375,00 mm	28,00 mm	256,0 mm	ProBook 4540	1 x 4	65 watt	SRS Premium Sound PRO	Igen	Igen	1 db	2 db	Lítium-ion				Van		táska									HP pixel policy alapján											
HP ProBook 4740s 17,3"/Intel Core i3-2370 2,4 GHz/6GB/750GB/AMD 7650 2GB/DVD író notebook	0 Ft	1600x900	17,3"	LED-backlit HD anti-glare	Matt	Intel	Core i3	Intel Core i3-2370M (2,4 GHz, 3 MB)	6,0 GB	DDR3-1333	2 db	HDD	750 GB	5400 rpm	AMD Radeon HD 7650M 2GB	2,92 kg	8	Linux	DVD SuperMulti	AMD	802.11 b/g/n	0,90 MP	2 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém	Acélszürke	413,00 mm	29,00 mm	279,0 mm	ProBook 4740	4 + 2	90 watt	SRS Premium Sound PRO	Igen	Igen	1 db	2 db	Lítium-ion				4.0 + EDR		táska							Fekete		HP pixel policy alapján											
HP ProBook 4740s 17,3"/Intel Core i5-3210 2,5 GHz/4GB/500GB/AMD 7570 1GB/DVD író notebook	0 Ft	1600x900	17,3"	LED-backlit HD+ anti-glare	Matt	Intel	Core i5	Intel Core i5-3210M (2,5 GHz, 3 MB)	4,0 GB	DDR3-1333	2 db	HDD	500 GB	7200 rpm	AMD Radeon HD 7650M 1GB	2,92 kg	8	Linux	DVD SuperMulti	AMD	802.11 b/g/n	0,90 MP	2 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém		413,00 mm	29,00 mm	279,0 mm	ProBook 4740	1 x 4	90 watt	SRS Premium Sound PRO	Igen	Igen	1 db	2 db	Lítium-ion				Van											HP pixel policy alapján											
HP ProBook 4740s 17,3"/Intel Core i5-3210 2,5 GHz/4GB/750GB/AMD 7570 2GB/DVD író/Win8 notebook	0 Ft	1600x900	17,3"	LED-backlit HD+ anti-glare	Matt	Intel	Core i5	Intel Core i5-3210M (2,5 GHz, 3 MB)	4,0 GB	DDR3-1333	2 db	HDD	750 GB	5400 rpm	AMD Radeon HD 7650M 2GB	2,92 kg	8	Windows 8	DVD SuperMulti	AMD	802.11 b/g/n	0,90 MP	2 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém		413,00 mm	29,00 mm	279,0 mm	ProBook 4740	1 x 4	90 watt	SRS Premium Sound PRO	Igen	Igen	1 db	2 db	Lítium-ion				Van											HP pixel policy alapján	ENERGY STAR										
HP ProBook 6460b LY436EA 14"/Intel Core i3 2350M 2,3GHz/4GB/320GB/DVD író/Win7 notebook	0 Ft	1366x768	14"	LED-backlit HD anti-glare	Matt	Intel	Core i3	Intel Core i3-2350M (2,3 GHz, 3 MB)	4,0 GB	DDR3-1333	2 db	HDD	320 GB	7200 rpm	Intel HD 3000	2,02 kg	6	Windows 7 Professional 64 bit	DVD SuperMulti	Intel	802.11 b/g/n	0,90 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém	Acélszürke	338,00 mm	34,00 mm	231,0 mm	ProBook 6460b	2 x 2	65 watt	SRS Premium Sound	Igen				Lítium-ion				2.1 + EDR											HP pixel policy alapján	ENERGY STAR	1 db		Igen	Igen	Igen	1 db	ExpressCard/54	1 db		
HP ProBook 6460b LY437EA 14"/Intel Core i5 2450M 2,5GHz/4GB/320GB/DVD író/Win7 notebook	0 Ft	1366x768	14"	LED-backlit HD anti-glare	Matt	Intel	Core i5	Intel Core i5-2450M (2,5 GHz, 3 MB)	4,0 GB	DDR3-1333	2 db	HDD	320 GB	7200 rpm	Intel HD 3000	2,02 kg	6	Windows 7 Professional 64 bit	DVD SuperMulti	Intel	802.11 b/g/n	0,90 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém	Acélszürke	338,00 mm	34,00 mm	231,0 mm	ProBook 6460b	2 x 2	65 watt	SRS Premium Sound	Igen				Lítium-ion				2.1 + EDR											HP pixel policy alapján	ENERGY STAR	1 db		Igen	Igen	Igen	1 db	ExpressCard/54	1 db		
HP ProBook 6560b LG658EA 15,6"/Intel Core i5-2520M 2,5GHz/4GB/500GB/ATI HD6470M 512MB/DVD író/Win7 notebook	0 Ft	1600x900	15,6"	LED-backlit HD anti-glare	Matt	Intel	Core i5	Intel Core i5-2520M (2,5 GHz, 3MB)	4,0 GB	DDR3-1333	2 db	HDD	500 GB	7200 rpm	ATI Radeon HD6470M 512MB	2,50 kg	6	Windows 7 Professional 64 bit	DVD SuperMulti	AMD	802.11 b/g/n	0,90 MP	4 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém	Acélszürke	374,00 mm	34,00 mm	251,0 mm	ProBook 6560b	2 x 2	90 watt	SRS Premium Sound	Igen	Igen			Lítium-ion	Igen			2.1 + EDR											HP pixel policy alapján	ENERGY STAR	1 db	Igen	Igen	Igen	Igen	1 db	ExpressCard/54	1 db	1 db	
HP ProBook 6560b LY448EA 15,6"/Intel Core i5-2450M 2,5GHz/4GB/500GB/ATI HD6470M 512MB/DVD író/Win7 notebook	0 Ft	1600x900	15,6"	LED-backlit HD anti-glare	Matt	Intel	Core i5	Intel Core i5-2450M (2,5 GHz, 3 MB)	4,0 GB	DDR3-1333	2 db	HDD	500 GB	7200 rpm	ATI Radeon HD6470M 512MB	2,50 kg	6	Windows 7 Professional 64 bit	DVD SuperMulti	AMD	802.11 b/g/n	0,90 MP	4 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém	Acélszürke	374,00 mm	34,00 mm	251,0 mm	ProBook 6560b	2 x 2	90 watt	SRS Premium Sound	Igen	Igen			Lítium-ion				2.1 + EDR											HP pixel policy alapján	ENERGY STAR	1 db		Igen	Igen	Igen	1 db	ExpressCard/54	1 db	1 db	
HP ProBook 6570b B6P79EA 15,6"/Intel Core i5-3210M 2,5GHz/4GB/500GB/DVD író/Win7 notebook	0 Ft	1366x768	15,6"	LED-backlit HD anti-glare	Matt	Intel	Core i5	Intel Core i5-3210M (2,5 GHz, 3 MB)	4,0 GB	DDR3-1600	2 db	HDD	500 GB	7200 rpm		2,51 kg	6	Windows 7 Professional 64 bit	DVD SuperMulti	Intel	802.11 a/b/g/n	0,90 MP	2 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém	Acélszürke	374,00 mm	34,00 mm	251,0 mm	ProBook 6570b	1 x 4	65 watt	SRS Premium Sound	Igen	Igen		2 db	Lítium-ion				4.0 + EDR											HP pixel policy alapján	ENERGY STAR	1 db	Igen	Igen	Igen	Igen	1 db	ExpressCard/54	1 db	1 db	
