TermékNév	Ár	TFT Méret	TFT Felb.	TFT Típus	TFT Jell.	CPU Gyártó	CPU Család	CPU Típus	CPU +	RAM Méret	RAM Frek.	RAM Jell.	HDD Méret	HDD Típus	HDD Jell.	GPU Gyártó	GPU Típus	GPU Jelleg	GPU Jell.	Súly	Gar.	Gar. Típus	Akku	ODD	Chipset	Kategória	Típus	Állapot	Szín	Akció	Nyelv	Bill.	Touchpad	Audio	Portok	Portok +	ExpressCard	Tartozék	LAN	LAN +	OS	Egyéb	Méret	OS Jell.	Operációs rendszer Választható nyelv	Videókártya Jellemzők	Operációs rendszer Verzió	Optikai meghajtó Jellemzők	Fizikai paraméterek Ajándék kiegészítők	Fizikai paraméterek Egyéb leírás	Videókártya Dedikált memória
Dell Latitude E6530	288338 Ft	15,6 "	1600x900 WXGA HD+	LED, Matt	AntiGlare tükröződéscsökkentő bevonattal	Intel	Core i5	3320M 2.60GHz	3MB cache, Dual Core	6 GB	DDR3 1600 MHz	(1x4096 + 1X2048MB)	750 GB	HDD	Serial ATA II (7200RPM)	Intel	HD Graphics 4000	Alaplapi integrált		Induló tömeg: 2,449kg	3 év (1 év az akkura és töltőre)	Helyszíni, Világ	6 cellás (60 Wh-s) lítiumion akkumulátor ExpressCharge™ funkcióval	DVD író	Mobile Intel® QM77 Express chipkészlet	Üzleti, Professzionális	Notebook / Laptop	Új	Fekete hátlap	Nem	Magyar	háttérvilágítással ellátottKét mutatóeszközt tartalmazó billentyűzet	Többérintéses érintőpad	Kiváló minőségű hangszóróKombinált sztereó fejhallgató/mikrofonIntegrált, zajcsökkentő tömbmikrofonKombinált sztereó fejhallgató-/mikrofoncsatlakozó	HDMI, Memóriakártya olvasó, Ujjlenyomat olvasó, Webkamera, ExpressCard, Bluetooth, USB 3.0, VGA, Dokkolócsatlakozó	Dell Wireless 380 Bluetooth® 4.0USB 2.0 (2) – 1 kombinált USB/eSATA; USB3.0 (2), VGA, HDMI	Memóriakártya-olvasó, 54 mm-es ExpressCardDokkolócsatlakozó	Full HD Webkamera Ujjlenyomat olvasó	WLAN	Intel Centrino Advanced-N 6205 (802.11 a/b/g/n) 10/100/1000 Gigabit Ethernet	Windows 7 Professional		Szélesség: 384,00 mm Magasság: (elöl/hátul) 28,0–34,20 mmMélység: 258,00 mm		Magyar		64 bit	DVD+/-RW				
HP-Compaq EliteBook 2170p	446369 Ft	11,6 "	1366x768 WXGA HD	LED, Matt	csillogásmentes	Intel	Core i7	3667U 3,20/2,0 GHz	3 MB L3 gyorsítótár, 2 mag	4 GB	DDR3 1600 MHz	16 GB-ig bővíthető	180 GB	SSD	félvezető-alapú meghajtóHP 3D DriveGuard	Intel	HD Graphics 4000	Alaplapi integrált		1,31 kg kezdősúly	3 év (1 év az akkura és töltőre)	Szerviz, Világ	HP 6 cellás Prismatic (48 Wh)Akár 10 óra	Nincs	Mobil Intel® QM77 Express	Üzleti, Ultrahordozható, Professzionális	Notebook / Laptop	Új	Ezüst hátlap	Nem	Magyar	Folyadékelvezető, cseppálló billentyűzet; hátulról megvilágított billentyűzet	Kézmozdulatokat támogató érintőtábla LED-es be- és kikapcsoló gombbal, kétirányú görgetéssel és két gombbal	SRS Premium Sound PROBeépített sztereó hangszórókBeépített kettős mikrofonegységKombinált fejhallgató-/mikrofoncsatlakozó	Bluetooth, Smart Card olvasó, Dokkolócsatlakozó, Ujjlenyomat olvasó, Webkamera, Memóriakártya olvasó, VGA, DisplayPort, USB 3.0	Bluetooth 4.02 USB 3.01 DisplayPort 1.1a1 VGA	1 dokkolócsatlakozó1 db 5 az 1-ben SD/MMC kártyaolvasóIntelligenskártya-olvasó	720p HD webkameraTPM 1.2 beágyazott biztonsági chip, Ujjlenyomat olvasó	WWAN modem (HSDPA/3G), WLAN	HP hs2350 HSPA+ mobil szélessávú modulIntel 802.11a/b/g/n (2x2)Integrált Intel 82579LM Gigabit hálózati kártya (10/100/1000)	Windows 7 Professional	HP ProtectTools Security Manager, beleértve: Credential Manager, Central Management, Device Access Manager, meghajtótitkosítás, arcfelismerés Microsoft® Office Starter	29,2 x 19,2 x 2,65 cm		Magyar		64 bit					
Fujitsu Lifebook S781 Premium selectionajándék dokkoló!	295976 Ft	14,1 "	1600x900 WXGA HD+	LED, Matt	16:9 anti-glare, magnézium fedlap	Intel	Core i7	2640M 2,8 GHz	4MB L2 cache	4 GB	DDR3 1333 MHz	(1x4GB), max. 8GB	128 GB	SSD	2.5-inch, FDE titkosítással	Intel	HD graphics	Alaplapi integrált		2.15 kg	3 év (1 év az akkura és töltőre)	Szerviz	6 cellás akkumulátor, 2. akkumulátor (3800mAh) (akár 10 óra üzemidő! második akkuval akár 17 óra!)	DVD író	Intel QM67	Professzionális, Üzleti	Notebook / Laptop	Új	Fekete hátlap	Nem	Magyar	85 gombos, cseppálló billentyűzet	Touchpad (Gesture support), touchstick	Realtek ALC269 codec, Sztereo hangszórók1 x Audio: line-in / microphone1 x Audio: line-out / headphone	DisplayPort, ExpressCard, Smart Card olvasó, Dokkolócsatlakozó, Memóriakártya olvasó, Webkamera, Ujjlenyomat olvasó, Bluetooth, USB 3.0, VGA, eSATA	Bluetooth V3.0, 1x VGA, 1x Displayport, 1x USB 3.0, 3 (1x Anytime USB Charge) x USB 2.0, 1x E-SATA & USB combo	1 Express Card slot 34 / 54mm, 1xSmart kártya olvasó, SD/MS/MSPro kártyaolvasó, 1x Docking connector	2,0Mp webkameraujjlenyomat-olvasó, TPM modul	WWAN modem (HSDPA/3G), WLAN	3G/UMTS modem (Sierra Wireless Gobi 3000)Intel Centrino 6205 802.11ag (WW, WiDi support), Gigabit LAN (Intel 82579 LM)	Windows 7 Professional	MS Office 2010 starterApplication PanelDisplay ManagerShockSensor UtilityPower Saving UtilityPlugfree NetworkEasyGuide online user documentationNero Essentials SNorton Internet Security 60 napFujitsu RecoveryDeskUpdate Driver management	340 x 245 x 35 mm		Magyar			DVD SuperMulti író				
Acer Aspire S5-391-53314G12AKK Ultrabook	297472 Ft	13,3 "	1366x768 WXGA HD	LED, Fényes	(200-nit) Acer CineCrystal™Super-slim design	Intel	Core i5	3317U 1.70 GHz	3 MB L3 cache, Turbo Boost, DDR3 1600 MHz, 17 W	4 GB	DDR3 1066 MHz	onboard	128 GB	SSD	RAID 0	Intel	HD Graphics 4000	Alaplapi integrált		1.20 kg	3 év (1 év az akkura és töltőre)	El- és visszaszállításos, Nemzetközi	Acer PowerSmart 34 Wh 2310 mAh 4-cellás Li-polymer max. 6.5 h		Mobile Intel® HM77 Express Chipset	2 kg alatt, Ultrabook™	Notebook / Laptop	Új		Nem	Magyar	84-/85-/88-gombos teljes méretű Acer FineTip	Multi-gesture touchpad	Dolby® Home Theater® v4 audio stereo hangszórók, mikrofonHeadphone/speaker jack, 3.5mm	Webkamera, HDMI, Thunderbolt, USB 3.0, Bluetooth, Memóriakártya olvasó	Bluetooth® 4.0+HS Thunderbolt™ port2* USB 3.0 portHDMI®	2-in-1 kártyaolvasó: Secure Digital™ (SD) Card, MultiMediaCard™ (MMC)	720p HD Webkamera 1280 x 720	WLAN	Acer InviLink™ Nplify™ 802.11a/b/g/n Wi-Fi	Windows 7 Home Premium	Acer Backup Manager Acer ePower Management Acer eRecovery Management Acer Instant Update Utility Microsoft® Office Starter 2010Norton™ Online Backup Acer Theft Shield McAfee® Internet Security Suite MyWinLocker®Acer clear.fiCyberlink® MediaEspresso Acer Crystal Eye Acer Identity Card Acer MagicFlip I/O door notification Acer Registration Acer Updater	324.4 (W) x 227.3 (D) x 11.2/15 (H) mm	Service Pack 1	Magyar	Microsoft® DirectX® 11, OpenGL® 3.1, OpenCL™ v1.1	64 bit			Mg-Al ház		
Asus G55VW-S1142V	298102 Ft	15,6 "	1920x1080 HD 1080	Fényes, LED		Intel	Core i5	3210M - 2,50GHz	max. 3,10GHz / 3MB cache	8 GB	DDR3 1600 MHz	4 slot / max. 16 GB	750 GB	HDD		nVidia	GeForce® GTX 660M 2GB GDDR5	Dedikált, saját memóriával		3.8 kg	2 év (1 év az akkura és töltőre)	Világ, El- és visszaszállításos	8-cellás : 5200 mAh 74 wattórás	DVD író	Intel® HM77 lapkakészlet	Játék/3D grafika, Multimédiás	Notebook / Laptop	Új	Fekete hátlap	Nem	Magyar	háttérvilágítású billentyűzet		ASUS Sonicmaster - 2.1 beépített hangszóró és mikrofonBeépített mélysugárzó1 db Mikrofon-bemenet1 db fejhallgató ki jack 1 db SPIDIF hangszórókimenet	VGA, Numerikus billentyűzet, Webkamera, Memóriakártya olvasó, Bluetooth, USB 3.0, DisplayPort, HDMI	Bluetooth™ V4.0,1 db VGA csatlakozó/Mini D-sub 15 érintkezőlábas csatlakozó külső monitorhoz4 db USB 3.0 csatlakozó1 db HDMI1 db mini Display Port	3 -in-1 kártyaolvasó ( SD/ MS/ MMC)	720p HD webkamera	WLAN	WLAN: Integrált 802.11 b/g/nLAN: 10/100/1000BaseT	Windows 7 Home Premium		384 x 299 x 20 ~51 mm (szélesség x mélység x magasság)		Magyar		64 bit	Super-Multi DVD	Táska + egér	Video megtekintése ->	2048 MB	
Acer Aspire Timeline Ultra M5-481PTG-53314G52Mass_W8	298102 Ft	14,1 "	1366x768 WXGA HD	Érintőképernyő		Intel	Core i5	3317UB 1,7GHz	3M L3 Cache, max. 2.6GHz	4 GB		2*2GB, max. 6 GB	20 GB	SSD	mini-SATA (mSATA™) +500GB Serial ATA HDD	nVidia	GeForce® GT 640 1GB	Dedikált, saját memóriával		1.95kg	3 év (1 év az akkura és töltőre)	El- és visszaszállításos, Nemzetközi	54 Wh 4850 mAh 3-cellás Li-polymermax. 8 óra	DVD író	Mobile Intel® HM77 Express	Ultrabook™, Játék/3D grafika, 2 kg alatt	Notebook / Laptop	Új	Ezüst hátlap	Nem	Magyar	86-/87-/91-gombos Acer FineTip	Multi-gesture touchpad	Dolby Home Theater® v4 audio Acer 3DSonic sztereo hangszórók, mikrofonHeadphone/speaker jack	Webkamera, Numerikus billentyűzet, Memóriakártya olvasó, Bluetooth, USB 3.0, HDMI	Bluetooth 4.0, 2*USB 3.0, HDMI®	2-in-1 Memóriakártya olvasó (SD™, MMC)	720p HD Webkamera 1280 x 1024	WLAN	Acer InviLink™ Nplify™ 802.11a/g/n Wi-FiGigabit Ethernet LAN	Windows 8	• Acer Backup Manager• Acer ePower Management• Acer eRecovery Management• Acer Instant Update Utility• Microsoft® Office Starter 2010• Norton™ Online Backup• Acer Theft Shield• McAfee® Internet Security Suite Trial• MyWinLocker®• Acer clear.fi• NTI Media Maker™• Cyberlink® MediaEspresso• Acer Crystal Eye• Acer Identity Card• Acer Registration• Acer Updater	340 (W) x 245 (D) x 20.7 (H) mm		Magyar			8X DVD-Super Multi double-layer			1024 MB	
Samsung NP900X3C	299913 Ft	13,3 "	1600x900 WXGA HD+	Matt, LED	SuperBright 400nit , Anti-Reflective	Intel	Core i5	3317U 1,70 GHz	3 MB L3 Cache	4 GB	DDR3 1600 MHz	(4 GB x 1, DDP típus)	128 GB	SSD	Solid state Drive	Intel	HD Graphics 4000	Alaplapi integrált		1,16 kg	3 év (1 év az akkura és töltőre)	Szerviz	4 Cellás (4400mAh) Li-Polymer	Nincs		Ultrahordozható	Notebook / Laptop	Új	Ezüst hátlap	Nem	Magyar	81 gombos	Touch Pad (Scroll Scope, Flat Type, Gesture UI)	HD Audio, SoundAlive™ 3 W sztereo hangszóró (1,5 W x 2) Belső mikrofonFejhallgató-kimenet / mikrofon kombo	Bluetooth, Webkamera, Memóriakártya olvasó, HDMI, VGA, USB 3.0	Bluetooth V4.0, VGA, Micro HDMI, 1 USB 3.0, 1 USB 2.0 (Sleep-and-Charge)	3-in-1 kártyaolvasó (SD, SDHC, SDXC)	1,3 megapixel HD webkamera	WLAN	Intel® Centrino® Advanced-N 6235, 2 x 2 802.11abg/n10 / 100 / 1000 Gigabit Ethernet LAN	Windows 8	Norton Internet Security (60 nap)Samsung Recovery SolutionSamsung Support CenterMicrosoft Office Starter 2010 WildTangent Game Console Windows LiveEasy File shareCyberlink Youcam Easy MigrationEasy SettingsSoftware LauncherEasy Support CenterFast Browsing	313,8 x 218,5 x 12,9 mm		Magyar		64 bit					
Samsung NP900X3D	299913 Ft	13,3 "	1600x900 WXGA HD+	Matt, LED	SuperBright 400nit, Anti-Reflective	Intel	Core i5	3317U 1.70Hz	3 MB L3 Cache	4 GB	DDR3 1600 MHz	(4GB x 1, DDP típus)	128 GB	SSD		Intel	HD Graphics 4000	Alaplapi integrált		1,13 Kg	3 év (1 év az akkura és töltőre)	Szerviz	Li-Polimer 4 Cellás (4400) 44Wh			Ultrahordozható	Notebook / Laptop	Új	Ezüst hátlap	Nem	Magyar	80/81 gombos	Touch Pad (Scroll Scope, Flat Type, Gesture UI)	HD Audio, SoundAlive™3W Sztereo hangszórók (1.5W x 2)Headphone-out / Mic Combo jack	Webkamera, USB 3.0, Bluetooth, Memóriakártya olvasó, HDMI, VGA	Bluetooth 4.0, 1xUSB 2.0 port + 1xUSB 3.0 port, Micro HDMI, VGA	3-in-1 kártyaolvasó (SD, SDHC, SDXC)	1.3MPixel HD Webkamera TPM modul	WLAN	Intel® Centrino® Advanced-N 6235, 2x2 802.11 abg/n (300Mbps), Widi támogatás10 / 100 / 1,000 Gigabit Ethernet LAN	Windows 8 Pro	Norton Internet Security (60 nap)Samsung Recovery Solution Samsung Support CentreMicrosoft Office Starter 2010 WildTangent Game Console Windows LiveEasy File shareCyberlink Youcam Easy MigrationEasy SettingsSoftware LauncherEasy Support CentreFast Browsing	313.8 x 218.5 x 13.2mm		Magyar		64 bit					
Acer Aspire V3-771G-736b8G1.12TBDCaii	302669 Ft	17,3 "	1600x900 WXGA HD+	Fényes, LED	Acer CineCrystal™	Intel	Core i7	3630QM 2.40GHz	max. 3,4 GHz, 6 MB Cache	8 GB	DDR3 1066 MHz	2 x 4GB, max. 8GB	120 GB	SSD	+1000GB SATA 5400rpm	nVidia	GeForce GT 650M 2GB DDR3	Dedikált, saját memóriával		3,2 kg	2 év (1 év az akkura és töltőre)	El- és visszaszállításos, Nemzetközi	48 Wh 4400 mAh 6-cellás Li-ionmax. 4h	Blu-ray olvasó/DVD író	Mobile Intel® HM77 Express Chipset	Játék/3D grafika	Notebook / Laptop	Új	Szürke hátlap	Nem	Magyar	103-/104-/107-gombos Acer FineTip	Multi-gesture touchpad	Dolby® Home Theater® v4 audiosztereo hangszórók, mikrofonHeadphone/speaker jack, Microphone-in jack	Webkamera, Memóriakártya olvasó, Bluetooth, USB 3.0, VGA, HDMI	Bluetooth® 4.0 + HS, 2 x USB 2.0 és 2 x USB 3.0, 1 x VGA, 1 x HDMI	Multi-in-1 Kártyaolvasó (SD™, MMC, MS, MS PRO, xD)	720p HD Crystal Eye Webkamera 1280 x 720	WLAN	Acer InviLink™ Nplify™ 802.11b/g/n Wi-Fi Gigabit Ethernet LAN	Windows 8	Acer Backup Manager Acer ePower Management Acer eRecovery Management Acer Instant Update Utility Microsoft® Office Starter 2010Norton™ Online Backup McAfee® Internet Security Suite próbaverzióMyWinLocker®Acer clear.fi NTI Media Maker™ Cyberlink® MediaEspresso Acer Identity Card Acer Registration Acer Updater	414.8 (W) x 275 (D) x 31/34.65 (H) mm		Magyar	NVIDIA® CUDA™, PhysX™, PureVideo® HD, Shader Model 5.0, OpenEXR High Dynamic-Range (HDR), Microsoft® DirectX® 11, OpenGL® 4.1, OpenCL™ 1.1		4X Blu-ray Disc™ olvasó / DVD-Super Multi double-layer író			2048 MB	
Acer Aspire V3-771G-736B8G112TBD8	304558 Ft	17,3 "	1920x1080 HD 1080	LED, Matt	Acer ComfyView 300-nit	Intel	Core i7	3630QM 2.4/3.4GHz	6MB L3 cache, 45W	8 GB		2*4GB, max. 8GB	120 GB	SSD	+1000GB HDD SATA	nVidia	GeForce GT 650M 2GB	Dedikált, saját memóriával		3,2 kg	3 év (1 év az akkura és töltőre)	El- és visszaszállításos, Nemzetközi	48 Wh 4400 mAh 6-cellás Li-ionmax. 4h	Blu-ray olvasó/DVD író	Mobile Intel® HM77 Express Chipset	Játék/3D grafika	Notebook / Laptop	Új	Szürke hátlap	Nem	Magyar	103-/104-/107-gombos Acer FineTip	Multi-gesture touchpad	Dolby® Home Theater® v4 audiosztereo hangszórók, mikrofonHeadphone/speaker jack, Microphone-in jack	Webkamera, Memóriakártya olvasó, Bluetooth, USB 3.0, VGA, HDMI	Bluetooth® 4.0, 2 x USB 2.0 és 2 x USB 3.0, 1 x VGA, 1 x HDMI	Multi-in-1 Kártyaolvasó (SD™, MMC, MS, MS PRO, xD)	720p HD Crystal Eye Webkamera 1280 x 720	WLAN	Acer InviLink™ Nplify™ 802.11a/g/n Wi-Fi Gigabit Ethernet LAN	Windows 8	Acer Backup Manager Acer ePower Management Acer eRecovery Management Acer Instant Update Utility Microsoft® Office Starter 2010Norton™ Online Backup McAfee® Internet Security Suite próbaverzióMyWinLocker®Acer clear.fi NTI Media Maker™ Cyberlink® MediaEspresso Acer Identity Card Acer Registration Acer Updater	414.8 (W) x 275 (D) x 31/34.65 (H) mm		Magyar	NVIDIA® CUDA™, PhysX™, PureVideo® HD, Shader Model 5.0, OpenEXR High Dynamic-Range (HDR), Microsoft® DirectX® 11, OpenGL® 4.1, OpenCL™ 1.1		4X Blu-ray Disc™ olvasó / DVD-Super Multi double-layer író			2048 MB	
Fujitsu LIFEBOOK U772-SMS3 Ultrabook™	305976 Ft	14,1 "	1366x768 WXGA HD	LED	magnesium keret	Intel	Core i5	3317U 1.7GHz	3MB cache	8 GB		1x8GB, max. 8 GB, 1 slot	128 GB	SSD	ShockSensor	Intel	HD Graphics 4000	Alaplapi integrált		1.4kg	3 év (1 év az akkura és töltőre)	Szerviz	4 cellás 45Whr (3.150 mAh)max. 10:00 h (Mobile Mark 2007 )		Intel QM77G-Sensor	Ultrabook™, Üzleti, 2 kg alatt	Notebook / Laptop	Új	Ezüst hátlap	Nem	Magyar	85 gombos	Multi gesture touchpad	Realtek ALC269sztereo hangszórók1 x Audio: line-out / headphone	Ujjlenyomat olvasó, Memóriakártya olvasó, Dokkolócsatlakozó, Bluetooth, USB 3.0, HDMI	Bluetooth, HDMI, 2x USB 3.0 (1 anytime charging), 1x USB 2.0, 1 x HDMI	SD, SDHC, SDXC kártyaolvasódokkoló-csatlakozó	HD WebkameraTPM 1.2 modul, Ujjlenyomat olvasó	WWAN modem (HSDPA/3G), WLAN	UMTS Wireless Gobi 3000 mobil internet modemWLAN 802.11 b/g/n1 mini LAN 10/100/1000 MBit/s	Windows 7 Professional	Office 2010 StarterApplication PanelDisplay ManagerShockSensor UtilityPower Saving UtilityPlugfree NetworkNero Essentials SNorton Internet Security 60 napFujitsu RecoveryDeskUpdate Driver managementDeskView Client	327 x 225 x 15.6 mm	Drivers & Utilities DVD (DUDVD)	Magyar		64 bit					
Acer Aspire V3-771G-736B1615TBDW8	308889 Ft	17,3 "	1920x1080 HD 1080	Fényes, LED	Acer CineCrystal™	Intel	Core i7	3630QM 2.4/3.4GHz	6MB L3 cache, 45W	16 GB		4*4GB, max. 8GB	2x750 GB	HDD	SATA	nVidia	GeForce GT 650M 2GB	Dedikált, saját memóriával		3,2 kg	3 év (1 év az akkura és töltőre)	El- és visszaszállításos, Nemzetközi	48 Wh 4400 mAh 6-cellás Li-ionmax. 4h	Blu-ray író/olvasó, DVD író	Mobile Intel® HM77 Express Chipset	Játék/3D grafika	Notebook / Laptop	Új	Szürke hátlap	Nem	Magyar	103-/104-/107-gombos Acer FineTip	Multi-gesture touchpad	Dolby® Home Theater® v4 audiosztereo hangszórók, mikrofonHeadphone/speaker jack, Microphone-in jack	Webkamera, Memóriakártya olvasó, Bluetooth, USB 3.0, VGA, HDMI	Bluetooth®, 2 x USB 2.0 és 2 x USB 3.0, 1 x VGA, 1 x HDMI	Multi-in-1 Kártyaolvasó (SD™, MMC, MS, MS PRO, xD)	720p HD Crystal Eye Webkamera 1280 x 720	WLAN	Acer InviLink™ Nplify™ 802.11b/g/n Wi-Fi Gigabit Ethernet LAN	Windows 8	Acer Backup Manager Acer ePower Management Acer eRecovery Management Acer Instant Update Utility Microsoft® Office Starter 2010Norton™ Online Backup McAfee® Internet Security Suite próbaverzióMyWinLocker®Acer clear.fi NTI Media Maker™ Cyberlink® MediaEspresso Acer Identity Card Acer Registration Acer Updater	414.8 (W) x 275 (D) x 31/34.65 (H) mm		Magyar	NVIDIA® CUDA™, PhysX™, PureVideo® HD, Shader Model 5.0, OpenEXR High Dynamic-Range (HDR), Microsoft® DirectX® 11, OpenGL® 4.1, OpenCL™ 1.1		4X Blu-ray Disc™ / DVD-Super Multi double-layer író			2048 MB	
Acer Aspire Timeline Ultra M5-581TG-73516G25Mass_W8	314322 Ft	15,6 "	1366x768 WXGA HD	Fényes, LED	Acer CineCrystal™ (200-nit)	Intel	Core i7	3517UB 1.9 GHz	4MB cache, max. 3.0GHz, 17W	6 GB		2+4GB, max. 6 GB	256 GB	SSD	mini-SATA (mSATA™)	nVidia	GeForce® GT 640M 1GB GDDR5	Dedikált, saját memóriával		2.3 kg	3 év (1 év az akkura és töltőre)	El- és visszaszállításos, Nemzetközi	54 Wh 4850 mAh 3-cellás Li-polymermax. 8 óra	DVD író	Mobile Intel® HM77 Express	Játék/3D grafika, Ultrabook™	Notebook / Laptop	Új	Ezüst hátlap	Nem	Magyar	103-/104-/107-gombos Acer FineTip	Multi-gesture touchpad	Dolby Home Theater® v4 audio Acer 3DSonic sztereo hangszórók, mikrofonHeadphone/speaker jack	Numerikus billentyűzet, Webkamera, Memóriakártya olvasó, Bluetooth, USB 3.0, HDMI	Bluetooth 4.0, 2*USB 3.0, USB 2.0, HDMI®	2-in-1 Memóriakártya olvasó (SD, SDHC, SDXC, MMC)	720p HD Webkamera 1280 x 1024	WLAN	Acer InviLink™ Nplify™ 802.11a/g/n Wi-FiGigabit Ethernet LAN	Windows 8	• Acer Backup Manager• Acer ePower Management• Acer eRecovery Management• Acer Instant Update Utility• Microsoft® Office Starter 2010• Norton™ Online Backup• Acer Theft Shield• McAfee® Internet Security Suite Trial• MyWinLocker®• Acer clear.fi• NTI Media Maker™• Cyberlink® MediaEspresso• Acer Crystal Eye• Acer Identity Card• Acer Registration• Acer Updater	366.3 (W) x 255.5 (D) x 20.1/20.6 (H) mm		Magyar	NVIDIA® CUDA™, PhysX™, PureVideo® HDtechnology, OpenEXR High Dynamic-Range (HDR),Shader Model 5.0, Microsoft® DirectX® 11, OpenGL® 4.1,OpenCL™ 1.1		8X DVD-Super Multi double-layer			1024 MB	
Asus Zenbook Prime UX21A-K1009V	315346 Ft	11,6 "	1920x1080 HD 1080	Fényes, LED	IPS	Intel	Core i7	3517U - 1,90GHz	4MB cache	4 GB	DDR3 1600 MHz	OnBoard	256 GB	SSD	SATA III	Intel	HD Graphics 4000	Alaplapi integrált		1,1 kg	2 év (1 év az akkura és töltőre)	El- és visszaszállításos, Világ	6 cella 35 Whr Polymer		Intel® HM76 Express Chipset	2 kg alatt, Ultrabook™	Notebook / Laptop	Új	Ezüst hátlap	Nem	Magyar	háttérvilágítású billentyűzet, 286mm		Bang & Olufsen ICEpower® 2.0beépített hangszórók és mikrofon	VGA, HDMI, USB 3.0, Bluetooth, Webkamera	Bluetooth 4.02 x USB 3.0 port 1 x micro HDMI1 x Mini VGA		720p Webkamera	WLAN	WLAN 802.11 a/b/g/n10/100 Mbps Ethernet USB Adapteren keresztül	Windows 7 Home Premium		299 x 196.8 x 3 ~17 mm (WxDxH)		Magyar		64 bit		Táska			
HP-Compaq EliteBook 2570p	316369 Ft	12,5 "	1366x768 WXGA HD	Matt, LED	csillogásmentes	Intel	Core i5	3360M 2,8GHz	3 MB L3 gyorsítótár	4 GB	DDR3 1600 MHz	1 x 4GB, 16 GB-ig bővíthető	500 GB	HDD	SATA II, 7200 f/pHP 3D DriveGuard	Intel	HD Graphics 4000	Alaplapi integrált		1,63 kg	3 év (1 év az akkura és töltőre)	Világ, Szerviz	HP hosszú üzemidejű 6 cellás (55 Wh) lítiumion	DVD író	Mobil Intel® QM77 Express	Professzionális, Üzleti, Ultrahordozható	Notebook / Laptop	Új	Ezüst hátlap	Nem	Magyar	Folyadékelvezető, cseppálló billentyűzet	Érintőtábla be- és kikapcsológombbal, kétirányú görgetéssel, kézmozdulat-érzékeléssel és két választógombbal; Mutatópálca, két további választógomb	SRS Premium Sound PRO; Beépített sztereó hangszórók; Beépített mikrofon 1 kombinált sztereó fejhallgató- és mikrofoncsatlakozó	Bluetooth, eSATA, IEEE 1394 FireWire, ExpressCard, Dokkolócsatlakozó, Memóriakártya olvasó, Ujjlenyomat olvasó, Webkamera, VGA, DisplayPort, USB 3.0	Bluetooth 4.0+ EDR 1 USB 3.0; 1 USB 2.0 töltő; 1 kombinált eSATA/USB 2.0;1 1394a1 DisplayPort 1.1a1 VGA	1 Express Card/34; 1 Secure Digital1 dokkolócsatlakozó	HD webkameraTPM 1.2 biztonsági chip, Ujjlenyomat olvasó	WLAN	Intel Centrino 802.11a/b/g/n; Intel 82579LM Gigabit hálózati kártya (10/100/1000)	Windows 7 Professional	Microsoft® Office Starter: csak a Word és az Excel® programot tartalmazza, csökkentett funkcionalitással és hirdetésekkel. A PowerPoint® és az Outlook® alkalmazást nem tartalmazza. A teljes szoftvercsomag használatához meg kell vásárolnia az Office 2010 szoftvert; Skype; Adobe Flash; PDF Complete Corporate Edition; WinZip Basic; Corel WinDVD; Roxio Secure Burn; Roxio MyDVD Business 2010	30,5 x 20,9 x 2,7 cm		Magyar		64 bit	DVD+/-RW SuperMulti DL				
Acer Aspire Timeline Ultra M3-581TG-72636G25MN	316763 Ft	15,6 "	1366x768 WXGA HD	Fényes, LED	Acer CineCrystal™ (200-nit) 16:9	Intel	Core i7	2637M 1.70 GHz	4 MB L3 cache, Turbo Boost 2.80 GHz, DDR3 1333 MHz, 17 W	4 GB	DDR3 1066 MHz	2 onboard +2GB, max. 6 GB (1 slot)	128 GB	SSD	mini-SATA (mSATA™)	nVidia	GeForce® GT 640M 1GB DDR3 VRAM	Dedikált, saját memóriával		2.16 kg	3 év (1 év az akkura és töltőre)	Nemzetközi, El- és visszaszállításos	54 Wh 4850 mAh 3-cellás Li-Polymer max. 8 óra HDD-vel	DVD író	Mobile Intel® HM77 Express Chipset	Multimédiás, Játék/3D grafika, Ultrabook™	Notebook / Laptop	Új	Fekete hátlap	Nem	Magyar	103-/104-/107-gombos Acer FineTip	Multi-gesture touchpad	Dolby® Home Theater® v4sztereo hangszórók, beépített mikrofonHeadphone/speaker jack 3.5 mm	Webkamera, USB 3.0, HDMI, Bluetooth, Memóriakártya olvasó, Numerikus billentyűzet	Bluetooth® 4.0 + HSUSB 3.0 port, 2 x USB 2.0 port, HDMI®	SD™ Card, MultiMediaCard™ (MMC) olvasó	720p 1280x1024 HD Webkamera	WLAN	Acer InviLink™ Nplify™ 802.11b/g/n Wi-FiGigabit Ethernet	Windows 7 Home Premium	Acer Backup ManagerAcer ePower ManagementAcer eRecovery ManagementMicrosoft® Office Starter 2010Norton™ Online BackupMcAfee® Internet Security SuiteMyWinLocker®Acer clear.fiNTI Media MakerAcer Crystal EyeAcer Identity Card, Acer Registration, Acer Updater	376.4 (W) x 253 (D) x 19.7/20.7 (H) mm		Magyar	NVIDIA® CUDA™, PhysX™, PureVideo® HD,OpenEXR High Dynamic-Range (HDR), ShaderModel 5.0, Microsoft® DirectX® 11, OpenGL® 4.1, OpenCL™ 1.1	64 bit	8X DVD-Super Multi double-layer		Aluminum	1024 MB	
