TermékNév	Ár	TFT	TFT Szabány	TFT Méret	TFT Méret +	TFT Felb.	TFT X	TFT Y	TFT Arány	TFT Típus	TFT Touch	TFT Fok	TFT Színhű	CPU	CPU Gyártó	CPU Család	CPU Magok	CPU Frek.	CPU Turbo	CPU SS	CPU Cache	CPU RAM Max	CPU 64	CPU Tech	CPU Wh	CPU Virt	CPU HT	RAM	RAM Méret	RAM Típus	HDD	HDD Típus	HDD 2	HDD 2 Típus	GPU	GPU Gyártó	GPU Család	GPU Típus	GPU Mem	GPU Mem Típus	GPU Tech	GPU DX	GPU Shader	GPU OGL	Súly	Akku	Akku Cella	Akku Wh	Akku Típus	Akku Idő	ODD	ODD Hely	ODD CD	ODD DVD	ODD BR	OS	OS Család	OS Típus	OS Nyelv	OS 32/64	Modell	Kategória	Egyéb	LAN	WLAN	BT	CR	USB	VGA ki	HDMI	Audio	Mikrofon	Kamera	Bill.	Bill. Szín	Bill. Gombok	FP	Kensington	Széles	Mély	Magas	HSDPA	ExpressCard	USB 3	DP	Mikrofon be	Backlit KB	Multitouch	AC	HDD RPM	FW	GPS	Dokk	TPM	TFT 3D	Bill. Num	SPDIF	eSata	Modem	Utazó akkumulátor csatlakozó	Com	Optikai meghajtóLightscribe
Packard Bell Easynote F4211-HR-459HG notebook	94401 Ft	15.6" HD (1366x768) GlareType LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Pentium B960	Intel	Pentium	2	2,20 GHz	2,2 GHz	Igen	2 MB	16 GB	Igen	32 nm	35 W			4GB DDR3	4 GB	DDR3	500 GB	HDD			GeForce 610M / 1GB	NVIDIA	GeForce	dedikált (közép kategória)	1,0 GB	GDDR3	40 nm	11,0	5,0	4,1	2,6 kg	PACKARD BELL Easynote TS-F4211 6-cell	6	48 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	Linux	Linux	FreeDos	Magyar	32 bit	PACKARD BELL Easynote TS	belépő szint	otthoni	10/100	802.11(b/g/n)		Igen	3 db USB	Igen	Igen	Igen	mono	HD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	381 mm	253 mm	34 mm					Igen			90 W	5400 fordulat/perc						Igen							
LENOVO Ideapad G570GL notebook	78653 Ft	15.6" HD (1366x768) AG LED	WXGA	15,6 "	matt	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Celeron B800	Intel	Celeron	2	1,50 GHz	1,5 GHz	Igen	2 MB	16 GB	Igen	32 nm	35 W	Igen	Igen	2GB DDR3	2 GB	DDR3	320 GB	HDD			GMA HD Graphics	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	45 nm	10,0	4,0	2,1	2,6 kg	LENOVO IdeaPad G570 6-cell	6	48 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	FreeDOS	FreeDOS	FreeDos	Angol	32 bit	LENOVO IdeaPad G	belépő szint	otthoni	10/100	802.11(b/g/n)		Igen	4 db USB	Igen		Igen	stereo	HD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	377 mm	250 mm	35 mm			0 db USB3		Igen		Igen	65 W	5400 fordulat/perc						Igen							
ASUS X55A notebook	77874 Ft	15.6" HD (1366x768) ColorShine LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Celeron B820	Intel	Celeron	2	1,70 GHz	1,7 GHz	Igen	2 MB	16 GB	Igen	32 nm	35 W	Igen		2GB DDR3	2 GB	DDR3	320 GB	HDD			GMA HD Graphics	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	45 nm	10,0	4,0	2,1	2,5 kg	ASUS X55 6-cell	6	47 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	FreeDOS	FreeDOS	FreeDos	Angol	32 bit	ASUS X5x	belépő szint	otthoni	10/100/1000 gigabit	802.11(b/g/n)		Igen	2 db USB	Igen	Igen	Igen	mono	SD	Magyar billentyűzet	sötét alapon világos karakterek			Igen	378 mm	253 mm	26 mm			1 db USB3		Igen		Igen	65 W	5400 fordulat/perc						Igen							
ASUS X301A notebook (kék)	93614 Ft	13.3" HD (1366x768) ColorShine LED	WXGA	13,3 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Pentium B980	Intel	Pentium	2	2,40 GHz	2,4 GHz	Igen	2 MB	16 GB	Igen	32 nm	35 W			2GB DDR3	2 GB	DDR3	320 GB	HDD			GMA HD Graphics	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	45 nm	10,0	4,0	2,1	1,7 kg	ASUS X301 6-cell	6	47 Wh	Li-Ion	normál						FreeDOS	FreeDOS	FreeDos	Angol	32 bit	ASUS X3xx	belépő szint	otthoni	10/100/1000 gigabit	802.11(b/g/n)	Igen	Igen	2 db USB	Igen	Igen	Igen	mono	SD	Magyar billentyűzet	sötét alapon világos karakterek			Igen	331 mm	226 mm	27 mm			1 db USB3		Igen		Igen	65 W	5400 fordulat/perc													
ASUS K53 notebook (kék)	93614 Ft	15.6" HD (1366x768) ColorShine LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Pentium B960	Intel	Pentium	2	2,20 GHz	2,2 GHz	Igen	2 MB	16 GB	Igen	32 nm	35 W			2GB DDR3	2 GB	DDR3	320 GB	HDD			GMA HD3000	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	32 nm	10,1	4,1	3,0	2,6 kg	ASUS K53 6-cell	6	56 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	FreeDOS	FreeDOS	FreeDos	Angol	32 bit	ASUS K5x	belépő szint	otthoni	10/100/1000 gigabit	802.11(b/g/n)	Igen	Igen	3 db USB	Igen	Igen	Igen	stereo	SD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	378 mm	253 mm	28 mm			0 db USB3		Igen		Igen	65 W	5400 fordulat/perc						Igen							
ACER Aspire 5733Z notebook	93614 Ft	15.6" HD (1366x768) CrystalBright LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Pentium P6200	Intel	Pentium	2	2,13 GHz	2,1 GHz	Igen	3 MB	8 GB	Igen	32 nm	35 W			2GB DDR3	2 GB	DDR3	320 GB	HDD			GMA HD Graphics	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	45 nm	10,0	4,0	2,1	2,6 kg	ACER Aspire 5733 6-cell	6	48 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	Linux	Linux	FreeDos	Magyar	32 bit	ACER Aspire 57xx	belépő szint	otthoni	10/100	802.11(b/g/n)		Igen	3 db USB	Igen		Igen	mono	SD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	381 mm	253 mm	25 mm			0 db USB3		Igen		Igen	65 W	5400 fordulat/perc						Igen							
HP 655 notebook (Renew*)	66850 Ft	15.6" HD (1366x768) AG LED	WXGA	15,6 "	matt	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		AMD E1-1200	AMD	E-Series	2	1,40 GHz	1,4 GHz	Igen	1 MB	16 GB	Igen	40 nm	18 W	Igen		2GB DDR3	2 GB	DDR3	320 GB	HDD			Radeon HD 7310	AMD	Radeon	integrált	0,0 GB	Rendszer memóriával megegyező	40 nm	11,0	5,0	4,1	2,5 kg	HP 650/655 6-cell	6	47 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	FreeDOS	FreeDOS	FreeDos	Angol	32 bit	HP 65x series	belépő szint	üzleti	10/100/1000 gigabit	802.11(b/g/n)		Igen	3 db USB	Igen	Igen	Igen	stereo	SD	Nemzetközi billentyűzet	sötét alapon világos karakterek	2		Igen	376 mm	247 mm	36 mm					Igen		Igen	65 W	7200 fordulat/perc													
ASUS A54HR notebook	90472 Ft	15.6" HD (1366x768) ColorShine LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Pentium B960	Intel	Pentium	2	2,20 GHz	2,2 GHz	Igen	2 MB	16 GB	Igen	32 nm	35 W			4GB DDR3	4 GB	DDR3	320 GB	HDD			Radeon HD 7470M / 1GB	AMD	Radeon	dedikált (közép kategória)	1,0 GB	GDDR5	40 nm	11,0	5,0	4,1	2,6 kg						DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	FreeDOS	FreeDOS	FreeDos	Angol	32 bit	ASUS A5x	belépő szint	otthoni	10/100	802.11(b/g/n)	Igen	Igen	2 db USB	Igen	Igen	Igen	mono	SD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	378 mm	253 mm	36 mm			1 db USB3		Igen			65 W	5400 fordulat/perc							Igen						
HP Pavilion g6-1150ew Charcoal Grey notebook	90472 Ft	15.6" HD (1366x768) BrightView LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Core i3 2310M	Intel	Core i3	2	2,10 GHz	2,1 GHz	Igen	3 MB	8 GB	Igen	32 nm	35 W	Igen	Igen	2GB DDR3	2 GB	DDR3	500 GB	HDD			GMA HD Graphics (Sandy Bridge)	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	32 nm	10,1	4,1	3,0	2,6 kg	HP Pavilion g6-1xxx 6-cell	6	47 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	FreeDOS	FreeDOS	FreeDos	Angol	32 bit	HP Pavilion g6	belépő szint	otthoni	10/100	802.11(b/g/n)	Igen	Igen	3 db USB	Igen	Igen	Igen	stereo	SD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	374 mm	245 mm	30 mm			0 db USB3		Igen		Igen	65 W	5400 fordulat/perc													
ACER Aspire 7250 notebook	90464 Ft	17.3" HD+ (1600x900) CrystalBright LED	WXGA++	17,3 "	fényes	HD+ (900p képes)	1600 pixel	900 pixel	16:9	LED TFT	nem	normál		AMD E-450	AMD	E-Series	2	1,66 GHz	1,3 GHz	Igen	1 MB	0 GB	Igen	40 nm	18 W			4GB DDR3	4 GB	DDR3	500 GB	HDD			Radeon HD 7480M	AMD	Radeon	dedikált (közép kategória)	0,5 GB	GDDR3	40 nm	11,0	5,0	4,1	3,3 kg	ACER Aspire 7250 6-cell	6	48 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	Linux	Linux	FreeDos	Magyar	32 bit	ACER Aspire 72xx	belépő szint	otthoni	10/100/1000 gigabit	802.11(b/g/n)		Igen	3 db USB	Igen	Igen	Igen	mono	SD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	415 mm	275 mm	27 mm					Igen		Igen	65 W	5400 fordulat/perc						Igen							
ACER Aspire 5733 notebook	88890 Ft	15.6" HD (1366x768) CrystalBright LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Core i3 380M	Intel	Core i3	2	2,53 GHz	2,5 GHz	Igen	3 MB	8 GB	Igen	32 nm	35 W	Igen	Igen	2GB DDR3	2 GB	DDR3	320 GB	HDD			GMA HD Graphics	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	45 nm	10,0	4,0	2,1	2,6 kg	ACER Aspire 5733 6-cell	6	48 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	Linux	Linux	FreeDos	Magyar	32 bit	ACER Aspire 57xx	belépő szint	otthoni	10/100	802.11(b/g/n)		Igen	3 db USB	Igen		Igen	mono	SD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	381 mm	253 mm	25 mm			0 db USB3		Igen		Igen	65 W	5400 fordulat/perc						Igen							
HP 650 notebook	75504 Ft	15.6" HD (1366x768) AG LED	WXGA	15,6 "	matt	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Celeron B820	Intel	Celeron	2	1,70 GHz	1,7 GHz	Igen	2 MB	16 GB	Igen	32 nm	35 W	Igen		2GB DDR3	2 GB	DDR3	320 GB	HDD			GMA HD Graphics	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	45 nm	10,0	4,0	2,1	2,5 kg	HP 650/655 6-cell	6	47 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	Linux	Linux	FreeDos	Magyar	32 bit	HP 65x series	belépő szint	üzleti	10/100/1000 gigabit	802.11(b/g/n)		Igen	3 db USB	Igen	Igen	Igen	stereo	SD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	376 mm	247 mm	36 mm					Igen		Igen	65 W	5400 fordulat/perc													
Packard Bell Easynote F4211-HR-456HG notebook	87315 Ft	15.6" HD (1366x768) GlareType LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Pentium B960	Intel	Pentium	2	2,20 GHz	2,2 GHz	Igen	2 MB	16 GB	Igen	32 nm	35 W			4GB DDR3	4 GB	DDR3	500 GB	HDD			GMA HD Graphics	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	45 nm	10,0	4,0	2,1	2,6 kg	PACKARD BELL Easynote TS-F4211 6-cell	6	48 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	Linux	Linux	FreeDos	Magyar	32 bit	PACKARD BELL Easynote TS	belépő szint	otthoni	10/100	802.11(b/g/n)		Igen	3 db USB	Igen	Igen	Igen	mono	HD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	381 mm	253 mm	34 mm			0 db USB3		Igen			65 W	5400 fordulat/perc						Igen							
ASUS X55U notebook	70779 Ft	15.6" HD (1366x768) ColorShine LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		AMD C-60	AMD	C-Series	2	1,00 GHz	1,3 GHz	Igen	1 MB	0 GB	Igen	40 nm	9 W			2GB DDR3	2 GB	DDR3	320 GB	HDD			Radeon HD 6290	AMD	Radeon	integrált	0,0 GB	Rendszer memóriával megegyező	40 nm	11,0	5,0	4,1	2,5 kg	ASUS X55 6-cell	6	47 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	FreeDOS	FreeDOS	FreeDos	Angol	32 bit	ASUS X5x	belépő szint	otthoni	10/100/1000 gigabit	802.11(b/g/n)		Igen	2 db USB	Igen	Igen	Igen	mono	SD	Magyar billentyűzet	sötét alapon világos karakterek			Igen	378 mm	253 mm	26 mm			1 db USB3		Igen		Igen	65 W	5400 fordulat/perc						Igen							
ASUS X501A notebook (fehér)	78653 Ft																																																																																																						
ACER Aspire 5742ZG notebook (fekete)	87315 Ft	15.6" HD (1366x768) CrystalBright LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Pentium P6200	Intel	Pentium	2	2,13 GHz	2,1 GHz	Igen	3 MB	8 GB	Igen	32 nm	35 W			2GB DDR3	2 GB	DDR3	320 GB	HDD			GeForce 610M / 1GB	NVIDIA	GeForce	dedikált (közép kategória)	1,0 GB	GDDR3	40 nm	11,0	5,0	4,1	2,6 kg	ACER Aspire 5742 6-cell	6	48 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	Linux	Linux	FreeDos	Magyar	32 bit	ACER Aspire 57xx	belépő szint	otthoni	10/100/1000 gigabit	802.11(b/g/n)		Igen	3 db USB	Igen	Igen	Igen	stereo	HD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	381 mm	253 mm	34 mm			0 db USB3		Igen		Igen	65 W	5400 fordulat/perc						Igen							
HP 635 notebook (Renew*)	78661 Ft	15.6" HD (1366x768) AG LED	WXGA	15,6 "	matt	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		AMD E-450	AMD	E-Series	2	1,66 GHz	1,3 GHz	Igen	1 MB	0 GB	Igen	40 nm	18 W			2GB DDR3	2 GB	DDR3	320 GB	HDD			Radeon HD 6320	AMD	Radeon	integrált	0,0 GB	Rendszer memóriával megegyező	40 nm	11,0	5,0	4,1	2,5 kg	HP 630/635 6-cell	6	47 Wh	Li-Ion	kiváló	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	Windows 7 HP 64bit hun	Windows 7	Home	Magyar	64 bit	HP 63x series	belépő szint	üzleti	10/100	802.11(b/g/n)	Igen	Igen	3 db USB	Igen	Igen	Igen	mono	SD	Nemzetközi billentyűzet	sötét alapon világos karakterek	2		Igen	376 mm	247 mm	32 mm			0 db USB3		Igen		Igen	90 W	5400 fordulat/perc													
HP Pavilion g6-1120sh Charcoal Grey notebook (Renew*)	86535 Ft	15.6" HD (1366x768) BrightView LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Core i3 2310M	Intel	Core i3	2	2,10 GHz	2,1 GHz	Igen	3 MB	8 GB	Igen	32 nm	35 W	Igen	Igen	2GB DDR3	2 GB	DDR3	500 GB	HDD			GMA HD3000	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	32 nm	10,1	4,1	3,0	2,6 kg	HP Pavilion g6-1xxx 6-cell	6	47 Wh	Li-Ion	normál	DVD+/-RW DL LS	beépített	ír és olvas	ír és olvas	nincs	FreeDOS	FreeDOS	FreeDos	Angol	32 bit	HP Pavilion g6	belépő szint	otthoni	10/100	802.11(b/g/n)	Igen	Igen	3 db USB	Igen	Igen	Igen	stereo	SD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	374 mm	245 mm	30 mm			0 db USB3		Igen		Igen	65 W	5400 fordulat/perc												Igen	
DELL Inspiron N5040 Obsidian Black notebook	86535 Ft	15.6" HD (1366x768) TrueLife LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Pentium P6200	Intel	Pentium	2	2,13 GHz	2,1 GHz	Igen	3 MB	8 GB	Igen	32 nm	35 W			2GB DDR3	2 GB	DDR3	320 GB	HDD			GMA HD Graphics	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	45 nm	10,0	4,0	2,1	2,4 kg	DELL Inspiron N5040 6-cell	6	48 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	Linux	Linux	FreeDos	Magyar	32 bit	DELL Inspiron 15R	belépő szint	otthoni	10/100	802.11(b/g/n)	Igen	Igen	3 db USB	Igen	Igen	Igen	stereo	HD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	376 mm	260 mm	32 mm			0 db USB3		Igen			65 W	5400 fordulat/perc													
LENOVO Ideapad G575GL notebook	67630 Ft	15.6" HD (1366x768) VibrantView LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		AMD E-300	AMD	E-Series	2	1,30 GHz	1,3 GHz	Igen	1 MB	0 GB	Igen	40 nm	18 W			2GB DDR3	2 GB	DDR3	320 GB	HDD			Radeon HD 6320	AMD	Radeon	integrált	0,0 GB	Rendszer memóriával megegyező	40 nm	11,0	5,0	4,1	2,6 kg	LENOVO IdeaPad G575 6-cell	6	48 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	FreeDOS	FreeDOS	FreeDos	Angol	32 bit	LENOVO IdeaPad G	belépő szint	otthoni	10/100	802.11(b/g/n)		Igen	4 db USB	Igen		Igen	mono	SD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	377 mm	250 mm	35 mm			0 db USB3		Igen			40 W	5400 fordulat/perc						Igen							
ACER Aspire 5560 notebook (piros)	86527 Ft	15.6" HD (1366x768) CrystalBright LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		AMD A4-3305M	AMD	A4 Series	2	1,90 GHz	2,5 GHz	Igen	1 MB	16 GB	Igen	32 nm	35 W	Igen		3GB DDR3	3 GB	DDR3	320 GB	HDD			Radeon HD 6480G	AMD	Radeon	integrált	0,0 GB	Rendszer memóriával megegyező	32 nm	11,0	5,0	4,1	2,6 kg	ACER Aspire 5560 6-cell	6	48 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	Linux	Linux	FreeDos	Magyar	32 bit	ACER Aspire 55xx	belépő szint	otthoni	10/100/1000 gigabit	802.11(b/g/n)		Igen	3 db USB	Igen	Igen	Igen	mono	HD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	382 mm	253 mm	26 mm			0 db USB3		Igen		Igen	65 W	5400 fordulat/perc						Igen							
DELL Inspiron N5050 Apple Red notebook	86527 Ft	15.6" HD (1366x768) TrueLife LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Pentium B960	Intel	Pentium	2	2,20 GHz	2,2 GHz	Igen	2 MB	16 GB	Igen	32 nm	35 W			2GB DDR3	2 GB	DDR3	500 GB	HDD			GMA HD3000	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	32 nm	10,1	4,1	3,0	2,4 kg	DELL Inspiron N5050 6-cell	6	48 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	Linux	Linux	FreeDos	Magyar	32 bit	DELL Inspiron 15R	belépő szint	otthoni	10/100	802.11(b/g/n)	Igen	Igen	3 db USB	Igen	Igen	Igen	stereo	SD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	376 mm	260 mm	32 mm			0 db USB3		Igen			65 W	5400 fordulat/perc													
LENOVO Ideapad B570e2 notebook	85740 Ft	15.6" HD (1366x768) VibrantView LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Pentium B950	Intel	Pentium	2	2,10 GHz	2,1 GHz	Igen	2 MB	8 GB	Igen	32 nm	35 W			4GB DDR3	4 GB	DDR3	500 GB	HDD			GMA HD3000	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	32 nm	10,1	4,1	3,0	2,7 kg	LENOVO IdeaPad B570 6-cell	6	48 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	FreeDOS	FreeDOS	FreeDos	Angol	32 bit	LENOVO IdeaPad B	belépő szint	otthoni	10/100/1000 gigabit	802.11(b/g/n)	Igen	Igen	4 db USB	Igen	Igen	Igen	stereo	SD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	378 mm	255 mm	34 mm			0 db USB3		Igen		Igen	90 W	5400 fordulat/perc						Igen		Igen					
ACER Aspire 4352 notebook (fekete)	70779 Ft	14.0" HD (1366x768) CrystalBright LED	WXGA	14,0 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Celeron B815	Intel	Celeron	2	1,60 GHz	1,6 GHz	Igen	2 MB	16 GB	Igen	32 nm	35 W	Igen		2GB DDR3	2 GB	DDR3	320 GB	HDD			GMA HD Graphics	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	45 nm	10,0	4,0	2,1	2,3 kg	ACER Aspire 4352 6-cell	6	48 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	Linux	Linux	FreeDos	Magyar	32 bit	ACER Aspire 43xx	belépő szint	otthoni	10/100/1000 gigabit	802.11(b/g/n)		Igen	3 db USB	Igen	Igen	Igen	mono	HD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	342 mm	245 mm	26 mm			0 db USB3		Igen		Igen	65 W	5400 fordulat/perc													
ASUS X501A notebook (fekete)	84953 Ft																																																																																																						
ASUS X501A notebook (kék)	84953 Ft																																																																																																						
ACER V3-531 notebook (szürke)	84953 Ft	15.6" HD (1366x768) CrystalBright LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Pentium B970	Intel	Pentium	2	2,30 GHz	2,3 GHz	Igen	2 MB	16 GB	Igen	32 nm	35 W			2GB DDR3	2 GB	DDR3	320 GB	HDD			GMA HD4000	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	22 nm	11,0	5,0	4,0	2,5 kg	ACER Aspire V3-5xx 6-cell	6	48 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	Linux	Linux	FreeDos	Magyar	32 bit	ACER V3	belépő szint	otthoni	10/100/1000 gigabit	802.11(b/g/n)	Igen	Igen	3 db USB	Igen	Igen	Igen	stereo	HD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	382 mm	253 mm	33 mm			1 db USB3		Igen		Igen	65 W	5400 fordulat/perc						Igen							
LENOVO Ideapad B575E notebook	84953 Ft																																																																																																						
ASUS P53 notebook	83386 Ft	15.6" HD (1366x768) AG LED	WXGA	15,6 "	matt	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Celeron B820	Intel	Celeron	2	1,70 GHz	1,7 GHz	Igen	2 MB	16 GB	Igen	32 nm	35 W	Igen		2GB DDR3	2 GB	DDR3	320 GB	HDD			GMA HD3000	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	32 nm	10,1	4,1	3,0	2,6 kg	ASUS P53 6-cell	6	56 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	FreeDOS	FreeDOS	FreeDos	Angol	32 bit	ASUS P5x	közép kategória	üzleti	10/100/1000 gigabit	802.11(b/g/n)	Igen	Igen	3 db USB	Igen	Igen	Igen	mono	SD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	378 mm	253 mm	32 mm					Igen		Igen	65 W	5400 fordulat/perc						Igen							
LENOVO Ideapad G575GC notebook	82598 Ft	15.6" HD (1366x768) VibrantView LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		AMD E-450	AMD	E-Series	2	1,66 GHz	1,3 GHz	Igen	1 MB	0 GB	Igen	40 nm	18 W			4GB DDR3	4 GB	DDR3	500 GB	HDD			Radeon HD 6320	AMD	Radeon	integrált	0,0 GB	Rendszer memóriával megegyező	40 nm	11,0	5,0	4,1	2,6 kg	LENOVO IdeaPad G575 6-cell	6	48 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	FreeDOS	FreeDOS	FreeDos	Angol	32 bit	LENOVO IdeaPad G	belépő szint	otthoni	10/100	802.11(b/g/n)		Igen	4 db USB	Igen		Igen	mono		Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	377 mm	250 mm	17 mm			0 db USB3		Igen			40 W	5400 fordulat/perc						Igen							
